Subj	Block	Question	TestRe	Trial	Image	Rating	Time
8	2	2	1	13	80	0.060185185	1.413838769
8	2	2	1	14	130	0.596296296	1.449966452
8	2	2	1	15	51	0.215740741	2.320756571
8	2	2	1	16	85	0.263888889	1.155470618
8	2	2	1	17	90	0.165740741	2.097140178
8	2	2	1	18	97	0.226851852	1.555077723
8	2	2	1	19	108	0.136111111	1.307858896
8	2	2	1	20	82	0.111111111	1.484532291
8	2	2	1	21	54	0.651851852	0.883783392
8	2	2	1	22	120	0.939814815	3.086319292
8	2	2	1	23	121	0.797222222	2.050635881
8	2	2	1	24	17	0.70462963	2.144014261
8	2	2	1	25	20	0.748148148	1.296012225
8	2	2	1	26	48	0.846296296	2.073415165
8	2	2	1	27	58	0.825	1.048825069
8	2	2	1	28	15	0.872222222	1.178215885
8	2	2	1	29	66	0.857407407	1.614016361
8	2	2	1	30	36	0.065740741	1.602503994
8	2	2	1	31	148	0.084259259	1.991011627
8	2	2	1	32	30	0.233333333	1.920284968
8	2	2	1	33	67	0.192592593	1.343128825
8	2	2	1	34	98	0.284259259	1.578662269
8	2	2	1	35	1	0.678703704	1.084080923
8	2	2	1	36	10	0.289814815	0.977979644
8	2	2	1	37	81	0.140740741	0.907324831
8	2	2	1	38	50	0.221296296	1.696432216
8	2	2	1	39	135	0.857407407	2.273678092
8	2	2	1	40	65	1	1.944575364
8	2	2	1	41	127	0.50462963	2.792719333
8	2	2	1	42	79	0.088888889	2.144784919
8	2	2	1	43	5	0.936111111	1.355731492
8	2	2	1	44	14	0.24537037	1.449049756
8	2	2	1	45	63	0.811111111	1.802417955
8	2	2	1	46	77	0.601851852	0.872996523
8	2	2	1	47	6	0.973148148	1.861362165
8	2	2	1	48	122	0.332407407	1.190030592
8	2	2	1	49	45	0.839814815	1.519744451
8	2	2	1	50	32	0.031481481	1.378459164
8	2	2	1	51	75	0.828703704	1.367565553
8	2	2	1	52	44	0.946296296	1.273099512
8	2	2	1	53	145	0.052777778	1.849569745
8	2	2	1	54	74	0.652777778	1.002229278
8	2	2	1	55	3	0.937962963	1.437267893
8	2	2	1	56	55	0.875925926	0.919057428
8	2	2	1	57	34	0.318518519	1.696511393
8	2	2	1	58	99	0.842592593	1.084781788
8	2	2	1	59	114	0.893518519	1.555120244
8	2	2	1	60	70	0.202777778	0.942595933
8	2	2	1	61	115	0.178703704	1.213588159
8	2	2	1	62	144	0.131481481	1.460909916
8	2	2	1	63	52	0.098148148	1.849645697
8	2	2	1	64	105	0.907407407	1.154679139
8	2	2	1	65	71	0.886111111	1.932794967
8	2	2	1	66	18	0.215740741	1.319523752
8	2	2	1	67	86	0.269444444	3.498534342
8	2	2	1	68	40	0.137037037	2.721156914
8	2	2	1	69	123	0.537962963	11.21363273
8	2	2	1	70	103	0.686111111	1.296684938
8	2	2	1	71	116	0.659259259	0.659912166
8	2	2	1	72	132	0.548148148	1.625816992
8	2	2	1	73	126	0.780555556	0.860051049
8	2	2	1	74	59	0.463888889	2.898649941
8	2	2	1	75	96	0.535185185	1.354874618
8	2	2	1	76	134	0.877777778	1.414450193
8	2	2	1	77	53	0.322222222	1.709363321
8	2	2	1	78	69	0.268518519	0.777731673
8	2	2	1	79	125	0.916666667	1.402007054
8	2	2	1	80	110	0.908333333	1.990915441
8	2	2	1	81	101	0.90462963	1.720064562
8	2	2	1	82	62	0.878703704	1.51991131
8	2	2	1	83	106	0.892592593	2.96959419
8	2	2	1	84	141	0.000925926	2.497408852
8	2	2	1	85	140	0.862037037	1.661078124
8	2	2	1	86	35	0.099074074	1.77969644
8	2	2	1	87	26	0.914814815	2.520992225
8	2	2	1	88	11	0.531481481	1.178176003
8	2	2	1	89	89	0.713888889	0.742376114
8	2	2	1	90	33	0.693518519	1.637559266
8	2	2	1	91	112	0.918518519	2.474707279
8	2	2	1	92	139	0.787962963	1.815230588
8	2	2	1	93	147	0.057407407	1.484517042
8	2	2	1	94	2	0.257407407	1.344257541
8	2	2	1	95	28	0.119444444	1.520500447
8	2	2	1	96	136	0.290740741	1.107527642
8	2	2	1	97	41	0.857407407	1.084059515
8	2	2	1	98	7	0.19537037	1.189894231
8	2	2	1	99	111	0.862962963	0.813269925
8	2	2	1	100	68	0.258333333	0.860100901
8	2	2	1	101	76	0.842592593	1.802485695
8	2	2	1	102	60	0.773148148	1.331377754
8	2	2	1	103	138	0.80462963	1.225299935
8	2	2	1	104	31	0.917592593	1.544272086
8	2	2	1	105	124	0.933333333	1.519810139
8	2	2	1	106	84	0.632407407	1.320259514
8	2	2	1	107	118	0.217592593	1.0018548
8	2	2	1	108	78	0.163888889	1.75547965
8	2	2	1	109	23	0.053703704	3.934436282
8	2	2	1	110	61	0.775925926	1.237142207
8	2	2	1	111	72	0.882407407	2.356123272
8	2	2	1	112	29	0.919444444	4.334850115
8	2	2	1	113	16	0.088888889	6.030923394
8	2	2	1	114	94	0.418518519	4.017766487
8	2	2	1	115	13	0.964814815	1.413735839
8	2	2	1	116	143	0.060185185	1.472615827
8	2	2	1	117	87	0.20462963	1.060320721
8	2	2	1	118	27	0.050925926	1.555069805
8	2	2	1	119	46	0.135185185	1.343015631
8	2	2	1	120	12	0.137037037	1.744266397
8	2	2	1	121	42	0.910185185	3.239431308
8	2	2	1	122	4	0.828703704	1.437372583
8	2	2	1	123	91	0.285185185	0.860200606
8	2	2	1	124	73	0.257407407	1.555153674
8	2	2	1	125	49	0.708333333	1.013988854
8	2	2	1	126	142	0.112037037	1.178194771
8	2	2	1	127	83	0.364814815	2.392330426
8	2	2	1	128	37	0.397222222	2.509120042
8	2	2	1	129	21	0.209259259	0.90722278
8	2	2	1	130	133	0.89537037	1.273037343
8	2	2	1	131	107	0.62962963	1.837728353
8	2	2	1	132	88	0.223148148	0.977944161
8	2	2	1	133	104	0.25	1.272505097
8	2	2	1	134	93	0.343518519	5.724774433
8	2	2	1	135	117	0.609259259	5.288987153
8	2	2	1	136	119	0.856481481	1.237846591
8	2	2	1	137	38	0.056481481	1.225134543
8	2	2	1	138	43	0.302777778	1.14291751
8	2	2	1	139	25	0.200925926	4.982702418
8	2	2	1	140	39	0.161111111	1.649328225
8	2	2	1	141	137	0.850925926	0.966227399
8	2	2	1	142	22	0.159259259	1.4373371
8	2	2	1	143	129	0.311111111	0.883728848
8	2	2	1	144	102	0.287037037	1.27243501
8	2	2	1	145	8	0.862037037	1.508120063
8	2	2	1	146	128	0.717592593	1.484428481
8	2	2	1	147	131	0.888888889	4.087621904
8	2	2	1	148	57	0.223148148	1.908481991
8	3	1	2	1	101	0.923148148	2.049881058
8	3	1	2	2	64	0.868518519	1.602270568
8	3	1	2	3	15	0.925925926	1.990979956
8	3	1	2	4	65	1	0.930806153
8	3	1	2	5	28	0.085185185	1.272444101
8	3	1	2	6	11	0.110185185	1.119250268
8	3	1	2	7	36	0.199074074	1.142742147
8	3	1	2	8	40	0.217592593	0.977983163
8	3	1	2	9	29	0.84537037	0.954432927
8	3	1	2	10	141	0.060185185	1.284288132
8	3	1	2	11	30	0.164814815	1.108337595
8	3	1	2	12	32	0.143518519	1.095795925
8	3	1	2	13	103	0.272222222	1.249103538
8	3	1	2	14	123	0.186111111	0.754155337
8	3	1	2	15	35	0.136111111	1.014318466
8	3	1	2	16	81	0.113888889	1.025168677
8	3	1	2	17	135	0.880555556	1.943847227
8	3	1	2	18	5	0.880555556	0.966151741
8	3	1	2	19	136	0.164814815	0.977934483
8	3	1	2	20	126	0.416666667	0.789480398
8	4	2	2	1	101	0.959259259	1.119334724
8	4	2	2	2	64	0.824074074	1.120130601
8	4	2	2	3	15	0.886111111	1.449373796
8	4	2	2	4	65	1	1.273214466
8	4	2	2	5	28	0.2	1.154638084
8	4	2	2	6	11	0.400925926	1.79062055
8	4	2	2	7	36	0.188888889	1.625768019
8	4	2	2	8	40	0.189814815	1.449159138
8	4	2	2	9	29	0.568518519	6.149634964
8	4	2	2	10	141	0.172222222	0.955337307
8	4	2	2	11	30	0.233333333	0.930842223
8	4	2	2	12	32	0.235185185	1.543297326
8	4	2	2	13	103	0.418518519	1.237087956
8	4	2	2	14	123	0.24537037	1.225307266
8	4	2	2	15	35	0.114814815	1.755278481
8	4	2	2	16	81	0.209259259	1.826744421
8	4	2	2	17	135	0.850925926	1.202761701
8	4	2	2	18	5	0.887037037	2.002747449
8	4	2	2	19	136	0.39537037	1.402307928
8	4	2	2	20	126	0.39537037	0.95467867
9	1	1	1	1	57	0	2.048563448
9	1	1	1	2	14	0	1.908218441
9	1	1	1	3	37	0	1.402658886
9	1	1	1	4	33	0.752777778	5.9372527
9	1	1	1	5	90	0	1.048605969
9	1	1	1	6	86	0	1.519836367
9	1	1	1	7	109	0	1.519774785
9	1	1	1	8	58	0.05	1.626124352
9	1	1	1	9	30	0.402777778	3.062837328
9	1	1	1	10	141	0	0.919106178
9	1	1	1	11	44	0.037037037	2.250013563
9	1	1	1	12	45	0.050925926	2.273624187
9	1	1	1	13	78	0	1.307762146
9	1	1	1	14	49	0	0.883700212
9	1	1	1	15	15	0.932407407	3.828410519
9	1	1	1	16	146	0.085185185	2.014430474
9	1	1	1	17	34	0.35	1.861355542
9	1	1	1	18	144	0	2.509255955
9	1	1	1	19	69	0.421296296	2.532799718
9	1	1	1	20	23	0.393518519	1.743647574
9	1	1	1	21	40	0.005555556	0.919068935
9	1	1	1	22	113	0.57037037	2.956752564
9	1	1	1	23	89	0.031481481	1.873179915
9	1	1	1	24	94	0.082407407	2.321297625
9	1	1	1	25	31	0.438888889	3.875528251
9	1	1	1	26	95	0.048148148	1.955608308
9	1	1	1	27	123	0.015740741	2.191141544
9	1	1	1	28	101	0.981481481	5.194709207
9	1	1	1	29	29	0.441666667	5.076941123
9	1	1	1	30	63	0.600925926	1.731791236
9	1	1	1	31	103	0.107407407	1.531648131
9	1	1	1	32	39	0.457407407	3.345508237
9	1	1	1	33	41	0.750925926	3.369114169
9	1	1	1	34	81	0	1.908496147
9	1	1	1	35	20	0	1.943758128
9	1	1	1	36	100	0	1.64937516
9	1	1	1	37	8	0.999074074	2.391418664
9	1	1	1	38	115	0	3.263078965
9	1	1	1	39	38	0.412037037	2.285487856
9	1	1	1	40	98	0.000925926	1.343094213
9	1	1	1	41	127	0.128703704	3.651730534
9	1	1	1	42	140	0.259259259	3.12174219
9	1	1	1	43	134	0.241666667	2.003090841
9	1	1	1	44	131	0.782407407	3.075075475
9	1	1	1	45	36	0	1.166460855
9	1	1	1	46	87	0	2.697660609
9	1	1	1	47	43	0	1.908509637
9	1	1	1	48	110	0	0.966230068
9	1	1	1	49	9	0.416666667	3.81665242
9	1	1	1	50	5	0.37037037	2.450958997
9	1	1	1	51	10	0	1.802430738
9	1	1	1	52	25	0.034259259	2.473855267
9	1	1	1	53	106	0	0.977934503
9	1	1	1	54	6	0.4	3.274794543
9	1	1	1	55	129	0.217592593	4.276644942
9	1	1	1	56	133	0.713888889	2.532810862
9	1	1	1	57	117	0.964814815	3.109911366
9	1	1	1	58	105	0	3.675283095
9	1	1	1	59	108	0	1.131097703
9	1	1	1	60	80	0	1.661165517
9	1	1	1	61	50	0.337037037	5.15943315
9	1	1	1	62	114	0	1.708333981
9	1	1	1	63	53	0.583333333	3.039217906
9	1	1	1	64	2	0.058333333	7.856703152
9	1	1	1	65	62	0	2.39213507
9	1	1	1	66	21	0.211111111	4.78243763
9	1	1	1	67	122	0.05	2.049765474
9	1	1	1	68	46	0	1.802487922
9	1	1	1	69	137	0.917592593	4.064146096
9	1	1	1	70	75	0.75	2.980384889
9	1	1	1	71	119	0.467592593	3.086388423
9	1	1	1	72	130	0.234259259	3.404371751
9	1	1	1	73	79	0	1.778964099
9	1	1	1	74	112	0	1.202271798
9	1	1	1	75	1	0.753703704	3.73429558
9	1	1	1	76	19	0	1.225377741
9	1	1	1	77	51	0.078703704	3.722460943
9	1	1	1	78	124	0.630555556	3.734181213
9	1	1	1	79	92	0	0.990553873
9	1	1	1	80	136	0.109259259	2.674118018
9	1	1	1	81	82	0	1.178189336
9	1	1	1	82	77	0.30462963	1.814238983
9	1	1	1	83	48	0.234259259	2.473900427
9	1	1	1	84	143	0	1.272446207
9	1	1	1	85	72	0.337037037	2.780148237
9	1	1	1	86	84	0	1.083983197
9	1	1	1	87	54	0.306481481	4.488669897
9	1	1	1	88	71	0.483333333	3.663522063
9	1	1	1	89	59	0.539814815	2.768337353
9	1	1	1	90	104	0	1.001546594
9	1	1	1	91	70	0	1.873939429
9	1	1	1	92	74	0	1.17825561
9	1	1	1	93	102	0.024074074	3.910818384
9	1	1	1	94	126	0.111111111	3.345579496
9	1	1	1	95	73	0	1.449061971
9	1	1	1	96	55	0.023148148	1.413838405
9	1	1	1	97	56	0.076851852	10.43616929
9	1	1	1	98	128	0.424074074	2.591642119
9	1	1	1	99	47	0.194444444	3.534797035
9	1	1	1	100	139	0.156481481	2.851479806
9	1	1	1	101	28	0	0.883747425
9	1	1	1	102	42	0.047222222	1.449107718
9	1	1	1	103	12	0.037037037	1.684695205
9	1	1	1	104	91	0.881481481	4.546926094
9	1	1	1	105	67	0.252777778	1.943841998
9	1	1	1	106	61	0.469444444	2.344361048
9	1	1	1	107	132	0.413888889	2.556324128
9	1	1	1	108	52	0	1.697374691
9	1	1	1	109	64	0.044444444	2.037984795
9	1	1	1	110	3	0.009259259	2.791865868
9	1	1	1	111	145	0	0.977986701
9	1	1	1	112	121	0.030555556	3.687163772
9	1	1	1	113	142	0	1.625799139
9	1	1	1	114	138	0.85462963	3.133435775
9	1	1	1	115	24	0.332407407	2.00268
9	1	1	1	116	148	0	2.07326701
9	1	1	1	117	35	0	1.472697521
9	1	1	1	118	26	0.021296296	2.721443957
9	1	1	1	119	65	0.013888889	3.357278066
9	1	1	1	120	7	0.018518519	2.827190018
9	1	1	1	121	11	0	1.696497584
9	1	1	1	122	32	0	1.790713694
9	1	1	1	123	18	0	1.884945053
9	1	1	1	124	93	0	1.307804081
9	1	1	1	125	111	0.077777778	3.274935302
9	1	1	1	126	116	0.052777778	3.474956416
9	1	1	1	127	66	0.591666667	2.662224731
9	1	1	1	128	76	0	0.801271526
9	1	1	1	129	120	0	0.695309047
9	1	1	1	130	147	0	1.426324934
9	1	1	1	131	85	0.030555556	1.590433348
9	1	1	1	132	4	0.130555556	4.052080673
9	1	1	1	133	68	0.523148148	5.147675344
9	1	1	1	134	13	0.064814815	2.709395248
9	1	1	1	135	17	0.015740741	2.450368394
9	1	1	1	136	60	0	1.236900948
9	1	1	1	137	125	0.600925926	2.67408928
9	1	1	1	138	16	0	0.82480268
9	1	1	1	139	99	0.075925926	6.667072718
9	1	1	1	140	118	0.736111111	4.817787585
9	1	1	1	141	107	0	1.083968828
9	1	1	1	142	96	0	1.896692595
9	1	1	1	143	97	0.028703704	4.523331598
9	1	1	1	144	27	0.026851852	3.239468927
9	1	1	1	145	135	0.331481481	1.566957618
9	1	1	1	146	88	0.333333333	1.437365161
9	1	1	1	147	22	0.249074074	4.299511301
9	1	1	1	148	83	0	0.754125642
9	2	2	1	1	57	0	0.871904284
9	2	2	1	2	14	0.086111111	5.92495297
9	2	2	1	3	37	0	2.308998189
9	2	2	1	4	33	0.773148148	2.155888067
9	2	2	1	5	90	0.100925926	2.803570009
9	2	2	1	6	86	0	0.954408921
9	2	2	1	7	109	0	1.661182525
9	2	2	1	8	58	0	4.982867825
9	2	2	1	9	30	0.105555556	4.075683086
9	2	2	1	10	141	0	0.789539233
9	2	2	1	11	44	0.112037037	0.648156126
9	2	2	1	12	45	0	3.698762344
9	2	2	1	13	78	0	2.544498288
9	2	2	1	14	49	0	1.402066817
9	2	2	1	15	15	0.731481481	3.49868346
9	2	2	1	16	146	0.001851852	2.026721113
9	2	2	1	17	34	0.097222222	2.144047272
9	2	2	1	18	144	0	1.284874966
9	2	2	1	19	69	0	1.814311415
9	2	2	1	20	23	0	1.402118722
9	2	2	1	21	40	0	1.484429228
9	2	2	1	22	113	0.437037037	3.286597509
9	2	2	1	23	89	0.025925926	1.613992068
9	2	2	1	24	94	0	0.718807651
9	2	2	1	25	31	0.737962963	3.298335374
9	2	2	1	26	95	0.486111111	1.884931856
9	2	2	1	27	123	0.999074074	1.578649736
9	2	2	1	28	101	0.721296296	1.731799154
9	2	2	1	29	29	0.252777778	3.628169175
9	2	2	1	30	63	0.121296296	2.038061333
9	2	2	1	31	103	0	0.954885743
9	2	2	1	32	39	0.066666667	4.817902539
9	2	2	1	33	41	0.051851852	3.298409859
9	2	2	1	34	81	0	1.731807365
9	2	2	1	35	20	0	0.706954832
9	2	2	1	36	100	0	1.225264254
9	2	2	1	37	8	0.197222222	4.947425203
9	2	2	1	38	115	0	1.01330352
9	2	2	1	39	38	0	0.8601629
9	2	2	1	40	98	0	1.355439396
9	2	2	1	41	127	0.025	3.239565112
9	2	2	1	42	140	0.705555556	2.062167548
9	2	2	1	43	134	0.999074074	0.778105174
9	2	2	1	44	131	0.87962963	6.125167335
9	2	2	1	45	36	0	1.790755922
9	2	2	1	46	87	0.140740741	3.510433935
9	2	2	1	47	43	0	0.706934891
9	2	2	1	48	110	0	1.142845832
9	2	2	1	49	9	0.043518519	2.450291269
9	2	2	1	50	5	0.167592593	2.992222165
9	2	2	1	51	10	0	0.871919239
9	2	2	1	52	25	0	1.295976775
9	2	2	1	53	106	0	1.484433627
9	2	2	1	54	6	0.449074074	3.075089258
9	2	2	1	55	129	0	0.907275646
9	2	2	1	56	133	0.87962963	1.979119814
9	2	2	1	57	117	0.999074074	0.707128729
9	2	2	1	58	105	0	1.519980059
9	2	2	1	59	108	0	1.284165891
9	2	2	1	60	80	0	1.625789755
9	2	2	1	61	50	0	1.142886887
9	2	2	1	62	114	0	1.42565926
9	2	2	1	63	53	0	3.333701751
9	2	2	1	64	2	0	0.931007383
9	2	2	1	65	62	0	1.661080475
9	2	2	1	66	21	0	0.824890068
9	2	2	1	67	122	0	1.332422014
9	2	2	1	68	46	0	3.710574108
9	2	2	1	69	137	0.999074074	0.989704332
9	2	2	1	70	75	0	1.649883654
9	2	2	1	71	119	0.574074074	2.332549284
9	2	2	1	72	130	0.908333333	3.098084939
9	2	2	1	73	79	0	0.931277171
9	2	2	1	74	112	0	1.107502034
9	2	2	1	75	1	0.741666667	2.27361275
9	2	2	1	76	19	0	0.848377235
9	2	2	1	77	51	0.258333333	2.014547774
9	2	2	1	78	124	0.061111111	1.731812643
9	2	2	1	79	92	0	1.366716275
9	2	2	1	80	136	0	1.225320264
9	2	2	1	81	82	0	5.430336869
9	2	2	1	82	77	0	0.624672478
9	2	2	1	83	48	0.021296296	3.192443568
9	2	2	1	84	143	0	0.989847731
9	2	2	1	85	72	0	0.707039581
9	2	2	1	86	84	0	0.801314341
9	2	2	1	87	54	0.457407407	2.462110657
9	2	2	1	88	71	0.849074074	1.990953865
9	2	2	1	89	59	0.048148148	1.991043305
9	2	2	1	90	104	0.001851852	1.284396091
9	2	2	1	91	70	0	1.743557253
9	2	2	1	92	74	0	2.096990535
9	2	2	1	93	102	0	1.343087762
9	2	2	1	94	126	0	1.566970228
9	2	2	1	95	73	0	1.366755863
9	2	2	1	96	55	0	0.836594796
9	2	2	1	97	56	0	0.636311811
9	2	2	1	98	128	0	1.378450914
9	2	2	1	99	47	0.067592593	2.579843259
9	2	2	1	100	139	0.999074074	0.777755621
9	2	2	1	101	28	0	1.178233323
9	2	2	1	102	42	0	0.884592274
9	2	2	1	103	12	0	0.801212877
9	2	2	1	104	91	0.457407407	8.575214035
9	2	2	1	105	67	0.248148148	1.343152277
9	2	2	1	106	61	0	1.413870956
9	2	2	1	107	132	0.935185185	1.884901358
9	2	2	1	108	52	0	0.977911336
9	2	2	1	109	64	0	1.013358357
9	2	2	1	110	3	0.222222222	2.591676723
9	2	2	1	111	145	0.012037037	1.649392462
9	2	2	1	112	121	0.921296296	2.697675271
9	2	2	1	113	142	0	0.907537811
9	2	2	1	114	138	0.999074074	0.919073041
9	2	2	1	115	24	0.62037037	1.696451251
9	2	2	1	116	148	0	0.742991576
9	2	2	1	117	35	0	3.604636848
9	2	2	1	118	26	0.614814815	1.673567297
9	2	2	1	119	65	0	0.989768847
9	2	2	1	120	7	0	0.695996422
9	2	2	1	121	11	0	0.836639663
9	2	2	1	122	32	0	0.718783018
9	2	2	1	123	18	0	0.671692265
9	2	2	1	124	93	0	1.40200934
9	2	2	1	125	111	0	0.977938315
9	2	2	1	126	116	0.736111111	1.896688783
9	2	2	1	127	66	0.737962963	2.155824432
9	2	2	1	128	76	0	1.119855135
9	2	2	1	129	120	0.173148148	2.038017346
9	2	2	1	130	147	0	0.742249364
9	2	2	1	131	85	0	0.71866044
9	2	2	1	132	4	0	1.260652625
9	2	2	1	133	68	0.912037037	2.886747945
9	2	2	1	134	13	0.999074074	0.813058364
9	2	2	1	135	17	0	0.601091765
9	2	2	1	136	60	0	0.789443341
9	2	2	1	137	125	0.027777778	2.52087652
9	2	2	1	138	16	0	0.812946929
9	2	2	1	139	99	0	0.695219607
9	2	2	1	140	118	0	0.695281189
9	2	2	1	141	107	0	0.789461815
9	2	2	1	142	96	0	1.178495194
9	2	2	1	143	97	0	0.78943425
9	2	2	1	144	27	0	0.977909284
9	2	2	1	145	135	0.058333333	2.144035248
9	2	2	1	146	88	0.041666667	1.48443568
9	2	2	1	147	22	0.028703704	1.272501045
9	2	2	1	148	83	0	0.860132988
9	3	1	2	1	5	0.607407407	5.925159417
9	3	1	2	2	32	0	0.813043995
9	3	1	2	3	123	0.543518519	1.790687302
9	3	1	2	4	35	0	0.742362851
9	3	1	2	5	29	0.552777778	1.390202562
9	3	1	2	6	126	0.408333333	1.519926688
9	3	1	2	7	64	0	0.765820107
9	3	1	2	8	103	0	1.072242986
9	3	1	2	9	135	0.055555556	1.543284532
9	3	1	2	10	101	0.999074074	0.942653167
9	3	1	2	11	81	0	0.730602406
9	3	1	2	12	30	0.155555556	2.521690872
9	3	1	2	13	141	0	0.907391186
9	3	1	2	14	36	0	0.683434529
9	3	1	2	15	65	0	0.730631731
9	3	1	2	16	28	0	1.425576857
9	3	1	2	17	136	0.057407407	1.731783025
9	3	1	2	18	11	0	0.754176668
9	3	1	2	19	15	0.886111111	1.967375791
9	3	1	2	20	40	0	0.659962904
9	4	2	2	1	5	0.302777778	4.264138472
9	4	2	2	2	32	0	0.860170231
9	4	2	2	3	123	0.999074074	1.107484733
9	4	2	2	4	35	0	0.942595104
9	4	2	2	5	29	0.631481481	1.697273814
9	4	2	2	6	126	0	2.780108942
9	4	2	2	7	64	0	0.824756347
9	4	2	2	8	103	0	0.81304986
9	4	2	2	9	135	0.058333333	1.790751523
9	4	2	2	10	101	0.591666667	1.00151287
9	4	2	2	11	81	0	0.754093385
9	4	2	2	12	30	0.10462963	1.390228954
9	4	2	2	13	141	0	0.86017287
9	4	2	2	14	36	0	1.131151368
9	4	2	2	15	65	0	0.6833011
9	4	2	2	16	28	0	0.908040439
9	4	2	2	17	136	0.056481481	1.861333255
9	4	2	2	18	11	0	0.777689054
9	4	2	2	19	15	0.925925926	2.179663204
9	4	2	2	20	40	0	0.931658101
10	1	1	1	1	83	0.603703704	8.916098252
10	1	1	1	2	22	0.389814815	6.891925742
10	1	1	1	3	88	0.776851852	2.108421758
10	1	1	1	4	135	0.428703704	5.418502014
10	1	1	1	5	27	0.258333333	5.889057768
10	1	1	1	6	97	0.797222222	3.369027399
10	1	1	1	7	96	0.331481481	2.332354273
10	1	1	1	8	107	0.84537037	2.473911108
10	1	1	1	9	118	0.72962963	2.67416817
10	1	1	1	10	99	0.775	3.510201837
10	1	1	1	11	16	0.541666667	5.088559714
10	1	1	1	12	125	0.881481481	2.026097103
10	1	1	1	13	60	0.787037037	3.392650067
10	1	1	1	14	17	0.478703704	2.615178506
10	1	1	1	15	13	0.389814815	6.372654302
10	1	1	1	16	68	0.65462963	2.332402366
10	1	1	1	17	4	0.837037037	1.660910092
10	1	1	1	18	85	0.260185185	3.792868596
10	1	1	1	19	147	0.505555556	2.462004028
10	1	1	1	20	120	0.65	4.535002487
10	1	1	1	21	76	0.555555556	2.167899681
10	1	1	1	22	66	0.851851852	2.108741399
10	1	1	1	23	116	0.807407407	2.320707305
10	1	1	1	24	111	0.566666667	5.630601055
10	1	1	1	25	93	0.568518519	2.155831021
10	1	1	1	26	18	0.381481481	3.357132049
10	1	1	1	27	32	0.348148148	2.061439172
10	1	1	1	28	11	0.435185185	2.426575157
10	1	1	1	29	7	0.408333333	2.238594669
10	1	1	1	30	65	0.82962963	1.672886086
10	1	1	1	31	26	0.65462963	2.933124286
10	1	1	1	32	35	0.372222222	1.955627916
10	1	1	1	33	148	0.402777778	4.994438827
10	1	1	1	34	24	0.537962963	2.379740662
10	1	1	1	35	138	0.607407407	2.933268271
10	1	1	1	36	142	0.450925926	3.204098916
10	1	1	1	37	121	0.573148148	2.957688577
10	1	1	1	38	145	0.682407407	3.910665229
10	1	1	1	39	3	0.738888889	3.61647408
10	1	1	1	40	64	0.758333333	2.615250059
10	1	1	1	41	52	0.327777778	2.014341633
10	1	1	1	42	132	0.609259259	5.512621434
10	1	1	1	43	61	0.737962963	1.778917864
10	1	1	1	44	67	0.728703704	2.968474566
10	1	1	1	45	91	0.812962963	2.13235351
10	1	1	1	46	12	0.862037037	3.086204045
10	1	1	1	47	42	0.513888889	2.09684429
10	1	1	1	48	28	0.365740741	1.920128959
10	1	1	1	49	139	0.621296296	2.673895449
10	1	1	1	50	47	0.75462963	1.531455641
10	1	1	1	51	128	0.902777778	2.403108791
10	1	1	1	52	56	0.628703704	1.649272508
10	1	1	1	53	55	0.75	3.663401242
10	1	1	1	54	73	0.478703704	3.180698824
10	1	1	1	55	126	0.672222222	3.109864249
10	1	1	1	56	102	0.433333333	3.427739649
10	1	1	1	57	74	0.549074074	3.898898322
10	1	1	1	58	70	0.627777778	1.790621136
10	1	1	1	59	104	0.422222222	1.720082157
10	1	1	1	60	59	0.628703704	1.625828722
10	1	1	1	61	71	0.727777778	2.238098785
10	1	1	1	62	54	0.627777778	2.56809387
10	1	1	1	63	84	0.541666667	2.756419513
10	1	1	1	64	72	0.775	1.849628981
10	1	1	1	65	143	0.352777778	2.108775416
10	1	1	1	66	48	0.865740741	1.673022153
10	1	1	1	67	77	0.85	3.734244321
10	1	1	1	68	82	0.581481481	1.54322812
10	1	1	1	69	136	0.746296296	1.708164813
10	1	1	1	70	92	0.468518519	1.802345522
10	1	1	1	71	124	0.862037037	1.460775022
10	1	1	1	72	51	0.778703704	3.746047884
10	1	1	1	73	19	0.530555556	2.238131922
10	1	1	1	74	1	0.475925926	1.554985349
10	1	1	1	75	112	0.724074074	2.685757661
10	1	1	1	76	79	0.558333333	2.308842746
10	1	1	1	77	130	0.708333333	2.768269702
10	1	1	1	78	119	0.475925926	4.829405655
10	1	1	1	79	75	0.566666667	1.272468147
10	1	1	1	80	137	0.7	2.002678536
10	1	1	1	81	46	0.658333333	2.120461973
10	1	1	1	82	122	0.759259259	2.01429266
10	1	1	1	83	21	0.54537037	1.83761252
10	1	1	1	84	62	0.715740741	4.923895449
10	1	1	1	85	2	0.502777778	1.80257367
10	1	1	1	86	53	0.524074074	1.166473611
10	1	1	1	87	114	0.596296296	1.932171227
10	1	1	1	88	50	0.466666667	2.179228181
10	1	1	1	89	80	0.521296296	1.66113736
10	1	1	1	90	108	0.594444444	2.002792903
10	1	1	1	91	105	0.635185185	2.791944862
10	1	1	1	92	117	0.776851852	1.931971231
10	1	1	1	93	133	0.726851852	1.460910796
10	1	1	1	94	129	0.881481481	1.543303485
10	1	1	1	95	6	0.362962963	2.450116596
10	1	1	1	96	106	0.674074074	1.413809151
10	1	1	1	97	25	0.717592593	2.226508121
10	1	1	1	98	10	0.415740741	1.931929883
10	1	1	1	99	5	0.824074074	1.237096753
