StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProlificID,country,exclude,exclude_reason,prescreen1_18yrs,prescreen2_growup,prescreen3_live,commitment,consent,BeliefsOpen,Timer_OpenResponse_First.Click,Timer_OpenResponse_Last.Click,Timer_OpenResponse_Page.Submit,Timer_OpenResponse_Click.Count,beliefs_1,beliefs_2,beliefs_3,beliefs_4,beliefs_5,beliefs_6,TimeFriends,TimeFamily,TimePartner,Lonely_1,Lonely_2,Lonely_3R,Lonely_4,Lonely_5,Lonely_6R,Lonely_7,Lonely_8,RelMob_1,RelMob_2,RelMob_3,RelMob_4R,RelMob_5R,RelMob_6,RelMob_7R,RelMob_8,RelMob_9R,RelMob_10,RelMob_11R,RelMob_12R,Tight_1,Tight_2,Tight_3,Tight_4R,Tight_5,Tight_6,VC_1_1,VC_2_1,VC_3_1,VC_4_1,VI_1_1,VI_2_1,VI_3_1,VI_4_1,HC_1_1,HC_2_1,HC_3_1,HC_4_1,HI_1_1,HI_2_1,HI_3_1,HI_4_1,Age,Gender,fGender,Race,fRaceFull,fRaceBinary,Race_7_TEXT,Education,fEducation,BeliefsTotal,Lonely_3,Lonely_6,Lonely,SocialContact,SocialContactReverse,RelMob_4,RelMob_5,RelMob_7,RelMob_9,RelMob_11,RelMob_12,RelMob,Tight_4,Tight,VertInd,HorizInd,VertColl,HorizColl
2024-07-24 11:01:30,2024-07-24 11:06:42,0,84.66.182.208,100,312,1,2024-07-24 11:06:42,R_8PY1f4ipMFKKNFc,NA,NA,NA,NA,53.8017,-1.7848,anonymous,EN,6682e840f213fb35b3227ffc,UK,0,,1,1,1,1,1,"I gain energy from being alone and being able to do creative things or reading books. that said i enjoy having my animals around me, but not people!!
to me being around people is tiring and being alone is how i best recover and gain energy to be around people again.

i love being alone a lot but that said I don't want to be completely alone always!",7.867,7.867,89.646,1,7,7,7,7,5,7,2,2,3,1,1,4,3,1,4,1,2,4,4,4,3,5,4,3,2,4,3,4,3,4,3,4,5,3,4,4,6,5,4,6,6,6,5,6,6,3,6,8,7,8,7,48,2,female,1,white,NA,,5,masters,6.66666666666667,1,1,11,7,3,4,2,4,3,3,4,41,2,20,23,30,19,21
2024-07-24 11:29:12,2024-07-24 11:34:26,0,51.14.207.219,100,314,1,2024-07-24 11:34:27,R_8nPLjaqxTNb25CY,NA,NA,NA,NA,51.5565,-3.3558,anonymous,EN,5ef25917d6109b0ac0348bef,UK,0,,1,1,1,1,1,"I think everyone should have alone time, it’s good just to be with you thoughts and no one to disturb you or get on your nerves ",4.491,19.186,68.361,4,7,6,6,6,5,6,2,2,3,1,2,3,1,1,3,1,3,5,4,6,3,3,4,3,4,4,4,2,2,5,6,5,6,6,4,7,7,7,5,6,7,8,4,6,6,3,5,8,7,8,8,58,1,male,1,white,NA,,4,bachelors,6,2,2,13,7,3,4,4,4,3,5,5,52,1,27,25,31,26,20
2024-07-24 11:29:41,2024-07-24 11:34:58,0,91.125.62.254,100,316,1,2024-07-24 11:34:59,R_8RgE2ZLDzF4c0Js,NA,NA,NA,NA,51.5054,-3.5794,anonymous,EN,6658d45f243aa8c19896a784,UK,0,,1,1,1,1,1,"I like spending time alone because I can do what I want and relax in my own space, which is healthy.",12.406,13.464,33.642,2,7,6,5,4,5,5,2,2,3,1,1,3,3,3,4,3,3,5,5,4,5,2,2,5,3,3,4,4,3,4,4,5,6,5,3,4,7,9,3,3,3,4,1,6,7,6,5,6,4,7,6,33,1,male,1,white,NA,,4,bachelors,5.33333333333333,2,1,17,7,3,2,5,2,4,3,4,43,1,22,11,23,23,24
2024-07-24 11:27:25,2024-07-24 11:32:48,0,31.94.58.234,100,323,1,2024-07-24 11:32:49,R_2Xh74BQOgpbvshT,NA,NA,NA,NA,51.4895,-2.509,anonymous,EN,6658b1699efd195872dd5909,UK,0,,1,1,1,1,1,I love being alone time to think time to read my books I love reading and sitting the garden with a cuppa,1.762,90.004,90.691,5,4,4,4,4,6,5,2,2,2,1,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,3,3,4,4,6,4,6,6,4,6,4,6,4,4,6,44,2,female,1,white,NA,,2,HS,4.5,2,2,20,6,4,2,2,2,2,2,2,42,2,27,20,20,17,20
2024-07-24 11:28:44,2024-07-24 11:34:11,0,213.122.197.229,100,326,1,2024-07-24 11:34:11,R_8dtzFFKYMOQLowg,NA,NA,NA,NA,51.4708,-2.0822,anonymous,EN,6692b315f74762198a26b615,UK,0,,1,1,1,1,1,"It's not really anything to me, it's just an experience.  I have no emotions associated with it.",4.293,28.438,30.886,2,4,4,4,4,4,4,2,2,1,2,3,3,2,4,3,2,3,4,3,4,4,5,4,3,4,3,4,3,3,5,5,5,3,5,5,4,3,2,4,3,3,3,3,3,3,3,4,7,7,6,6,18,3,nonbinary/other,1,white,NA,,3,some college,4,2,2,20,5,5,3,2,4,4,4,4,44,4,29,12,26,13,13
2024-07-24 11:27:58,2024-07-24 11:33:26,0,86.25.103.45,100,327,1,2024-07-24 11:33:26,R_2LbCrClH5HHDy3h,NA,NA,NA,NA,51.5005,-0.1905,anonymous,EN,66951ebc9808bc1646dff6d9,UK,0,,1,1,1,1,1,Spending time alone is nice in moderation. It's nice to recharge my social battery and have time to relax and unwind but it can become sad and lonely if I'm alone too much so it's both positive and negative.,5.088,55.687,57.875,3,5,2,3,2,2,3,2,3,2,1,2,3,3,3,4,3,2,3,3,2,6,5,1,5,2,5,4,5,5,6,5,6,3,4,5,3,2,1,6,8,7,7,3,2,2,7,7,9,8,9,9,22,1,male,7,other,NA,mixed,2,HS,2.83333333333333,2,1,17,7,3,1,2,2,2,2,2,26,4,30,25,35,12,18
2024-07-24 11:01:03,2024-07-24 11:06:35,0,45.146.9.97,100,331,1,2024-07-24 11:06:35,R_8Pimw6kpWLG5sHv,NA,NA,NA,NA,51.4412,-0.1833,anonymous,EN,5efb3c45e39e2606a3060d79,UK,0,,1,1,1,1,1,"Spending time alone can be really beneficial for me as it gives me a chance to reflect, grow personally, and relax mentally. It also boosts my creativity and helps me understand myself better. However, if I spend too much time alone, I sometimes feel lonely and isolated, so I try to maintain a balance by ensuring I also have meaningful social interactions.",1.777,32.921,99.153,11,5,4,3,3,4,3,3,3,1,3,3,4,2,1,4,1,2,5,5,4,4,3,2,5,3,5,4,4,4,5,5,6,3,5,3,7,7,7,6,6,7,7,4,6,6,8,7,9,9,7,6,18,1,male,2,black,NA,,2,HS,3.66666666666667,1,1,14,7,3,3,4,2,2,3,3,40,4,28,24,31,27,27
2024-07-24 11:29:08,2024-07-24 11:34:44,0,94.6.9.208,100,335,1,2024-07-24 11:34:45,R_8eJliSOcbeuoxgH,NA,NA,NA,NA,51.5074,-0.1196,anonymous,EN,665ed3e9a6d856341025d5e1,UK,0,,1,1,1,1,1,I enjoy spending time alone because I can be very overstimulated by external noise and activity. So I rely on alone time to gather my thoughts and keep myself centred. Time by myself boosts my mood as I don't have to give any of myself - I find it restful and important to my mental health.,1.132,14.322,82.74,4,7,6,6,6,6,7,2,2,3,2,1,3,3,2,3,2,3,4,2,3,5,4,3,4,4,4,3,4,4,4,4,4,3,4,3,3,2,2,7,7,4,4,6,6,6,4,6,7,6,7,8,34,2,female,1,white,NA,,5,masters,6.33333333333333,2,2,17,7,3,2,3,3,3,3,3,36,4,23,21,28,14,22
2024-07-24 11:28:32,2024-07-24 11:34:09,0,86.131.46.196,100,336,1,2024-07-24 11:34:10,R_2ek4J4yvkjGWiqd,NA,NA,NA,NA,54.879,-1.419,anonymous,EN,5bc0b1bb63cb210001cf55ba,UK,0,,1,1,1,1,1,"In the most I can enjoy being alone and doing what I want to do, when I want. Being around other people, although enjoyable, invariable leads to a degree of compromise.",14.862,14.862,70.714,1,5,4,4,4,3,4,1,3,3,2,1,2,2,2,4,3,1,4,5,4,3,3,4,5,4,4,4,5,4,6,6,5,4,4,5,6,8,7,6,7,7,7,6,4,6,6,6,7,7,7,7,56,1,male,1,white,NA,,2,HS,4,3,1,15,7,3,4,4,2,3,2,3,43,3,29,27,28,27,22
2024-07-24 11:28:45,2024-07-24 11:34:21,0,109.157.22.207,100,336,1,2024-07-24 11:34:22,R_8qgw5wdHg3yEVj8,NA,NA,NA,NA,52.752,0.3915,anonymous,EN,668a9224d5812c5acb87aa2b,UK,0,,1,1,1,1,1,i enjoy spending time alone so it is a positive experience for me. it gives me the opportunity to do my hobbies uninterrupted and to be myself. i don't feel comfortable being around other people so it leads to a lot of anxiety. when i am alone i don't have to worry about what other people think of me.,16.984,16.984,114.517,1,7,5,7,7,3,4,1,3,1,3,4,1,3,3,1,2,3,5,5,5,6,3,2,3,4,5,4,2,4,5,6,6,6,6,3,7,7,8,3,8,4,7,8,3,6,2,4,9,9,9,9,19,2,female,1,white,NA,,3,some college,5.5,4,4,26,5,5,1,4,4,2,5,3,44,1,27,27,36,25,15
2024-07-24 11:29:57,2024-07-24 11:35:36,0,148.252.147.146,100,339,1,2024-07-24 11:35:37,R_2rJh5FTTDg27IkN,NA,NA,NA,NA,51.4964,-0.1224,anonymous,EN,6694ffb87c99948599fbd488,UK,0,,1,1,1,1,1,"It is a negative experience for me because it is so often, and I don’t have any friends and am desperately, sadly lonely
",3.042,12.558,52.847,6,2,3,2,4,1,4,1,3,1,4,3,1,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,5,4,5,5,5,4,5,4,7,5,4,6,6,4,6,6,4,7,4,6,6,6,7,6,29,2,female,1,white,NA,,4,bachelors,2.66666666666667,4,1,28,5,5,3,4,3,2,2,3,40,3,27,22,25,22,21
2024-07-24 11:29:45,2024-07-24 11:35:29,0,176.24.201.67,100,343,1,2024-07-24 11:35:29,R_81ShKKZjJPt8MPO,NA,NA,NA,NA,51.4831,-0.1646,anonymous,EN,5f6b027e6eae971e2fa13594,UK,0,,1,1,1,1,1,"I find being alone a generally positive experience. I can sometimes find it mentally draining being around other people, including my friends and family. I find that I can recharge my batteries when I'm on my own where I can do whatever I want, when I want.",3.097,102.961,106.686,4,6,4,5,5,4,6,2,2,3,1,1,3,1,2,4,4,2,5,3,4,2,4,3,5,5,5,2,5,5,4,4,5,5,4,5,3,7,8,5,3,6,6,5,8,8,2,5,8,7,8,7,36,1,male,1,white,NA,,4,bachelors,5,2,1,14,7,3,5,3,2,2,2,2,38,2,24,20,30,23,23
