"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","surveyor_id","MAT","Q3","Refused"
"2022-09-19 15:12:58","2022-09-19 15:25:31","Offline","90.79.201.216","100","752","True","2022-09-19 17:44:02","R_22kb0dhHDdz68Gn",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-19 15:28:12","2022-09-19 15:36:46","Offline","90.79.201.216","100","514","True","2022-09-19 17:44:03","R_fmszGsotCT3IMZT",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-19 15:47:54","2022-09-19 16:04:29","Offline","90.79.201.216","100","994","True","2022-09-19 17:44:04","R_5o5AMLMMCRc7JW4",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-19 09:46:14","2022-09-19 09:56:05","Offline","176.132.224.194","100","591","True","2022-09-19 18:21:03","R_hsaV54RjaRr6vM6",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 09:56:15","2022-09-19 09:57:31","Offline","176.132.224.194","100","75","True","2022-09-19 18:21:04","R_4EZHwYdTX5zwj75",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 09:57:50","2022-09-19 10:12:24","Offline","176.132.224.194","100","873","True","2022-09-19 18:21:05","R_iblQtO9QE5btShB",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 10:15:30","2022-09-19 10:31:37","Offline","176.132.224.194","100","967","True","2022-09-19 18:21:06","R_aJDjOtDqEzmyXzM",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 10:40:32","2022-09-19 10:45:31","Offline","176.132.224.194","100","298","True","2022-09-19 18:21:07","R_fU5JNa457QD0KqY",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je refuse",1
"2022-09-19 10:45:36","2022-09-19 11:03:51","Offline","176.132.224.194","100","1094","True","2022-09-19 18:21:09","R_1JT64kd9PLGBR2W",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 11:19:13","2022-09-19 11:28:58","Offline","176.132.224.194","100","585","True","2022-09-19 18:21:12","R_3Cqdtu0iPSBxiHm",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 11:08:57","2022-09-19 11:32:40","Offline","176.132.224.194","100","1423","True","2022-09-19 18:21:14","R_hEYwYVJ4Na1mcvB",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 11:03:55","2022-09-19 11:45:41","Offline","176.132.224.194","100","2506","True","2022-09-19 18:21:15","R_flOvvE0zctapYGA",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 11:55:08","2022-09-19 12:05:59","Offline","176.132.224.194","100","651","True","2022-09-19 18:21:16","R_6CYQEM0UxT6R5dV",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 12:20:10","2022-09-19 12:42:51","Offline","176.132.224.194","100","1360","True","2022-09-19 18:21:16","R_g5A6SfeDgwaY9wm",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 12:49:07","2022-09-19 13:29:53","Offline","176.132.224.194","100","2445","True","2022-09-19 18:21:17","R_7dYRN7vePITNTXR",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 15:01:52","2022-09-19 15:14:47","Offline","176.132.224.194","100","775","True","2022-09-19 18:21:18","R_eSXJlmztXGWWbuc",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 15:42:41","2022-09-19 15:58:09","Offline","176.132.224.194","100","927","True","2022-09-19 18:21:19","R_48HAiAvp51eDBxk",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 14:49:22","2022-09-19 16:12:13","Offline","176.132.224.194","100","4970","True","2022-09-19 18:21:21","R_bmTj96Un4SUqpTn",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 16:12:28","2022-09-19 16:36:46","Offline","176.132.224.194","100","1458","True","2022-09-19 18:21:22","R_exW0Kcm3yjuCsKq",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Necker","Je consens à participer à la recherche",0
"2022-09-19 10:02:54","2022-09-19 10:16:37","Offline","93.22.148.81","100","822","True","2022-09-19 18:26:18","R_6BakEpxhd9tpYIF",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 10:26:50","2022-09-19 10:27:46","Offline","93.22.148.81","100","55","True","2022-09-19 18:26:20","R_ln4fHgByH0jcOZi",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je refuse",1
"2022-09-19 10:27:48","2022-09-19 10:42:48","Offline","93.22.148.81","100","899","True","2022-09-19 18:26:21","R_eCh9r2tCu3Xr3pB",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 10:56:11","2022-09-19 11:12:42","Offline","93.22.148.81","100","991","True","2022-09-19 18:26:24","R_9qjNbUrcIv8uALR",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 11:12:48","2022-09-19 11:27:55","Offline","93.22.148.81","100","906","True","2022-09-19 18:26:25","R_hdrE5HJEM6mA4wm",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 11:55:41","2022-09-19 12:06:55","Offline","93.22.148.81","100","674","True","2022-09-19 18:26:26","R_5NhtCf6H1ip9skU",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 12:07:01","2022-09-19 12:20:57","Offline","93.22.148.81","100","835","True","2022-09-19 18:26:27","R_nKZB7xMB1uW2z9i",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 14:53:15","2022-09-19 15:25:21","Offline","93.22.148.81","100","1925","True","2022-09-19 18:26:30","R_nVif63MFURlkMHj",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 15:25:24","2022-09-19 15:27:40","Offline","93.22.148.81","100","136","True","2022-09-19 18:26:31","R_hht1lEMxxeWvmtD",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je refuse",1
"2022-09-19 15:27:51","2022-09-19 15:45:36","Offline","93.22.148.81","100","1064","True","2022-09-19 18:26:32","R_0fAz75mVEqqpYZk",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-19 16:14:51","2022-09-19 16:15:17","Offline","93.22.148.81","100","26","True","2022-09-19 18:26:33","R_hHg8McZS2WwrQ8R",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je refuse",1
"2022-09-19 16:15:23","2022-09-19 16:40:54","Offline","93.22.148.81","100","1531","True","2022-09-19 18:26:34","R_neTcA1kLr8LlSyv",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 09:39:40","2022-09-20 10:00:57","Offline","176.132.224.194","100","1277","True","2022-09-20 17:18:27","R_gnOixNtS4bYK7GA",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 10:01:00","2022-09-20 10:18:19","Offline","176.132.224.194","100","1038","True","2022-09-20 17:18:28","R_7YfMHtdGO2o65xb",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 10:18:22","2022-09-20 10:59:37","Offline","176.132.224.194","100","2474","True","2022-09-20 17:18:29","R_0kMuz0WetGXuuFP",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Ne remplit pas les critères",0
"2022-09-20 10:27:36","2022-09-20 11:05:49","Offline","176.132.224.194","100","2293","True","2022-09-20 17:18:30","R_2qNMPd2f0f44nS0",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:06:58","2022-09-20 11:21:21","Offline","176.132.224.194","100","862","True","2022-09-20 17:18:31","R_294YxJvnKy1lX5m",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:22:38","2022-09-20 11:32:14","Offline","176.132.224.194","100","576","True","2022-09-20 17:18:32","R_cdSIH1ZvDc5cdAZ",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:32:24","2022-09-20 11:47:54","Offline","176.132.224.194","100","930","True","2022-09-20 17:18:33","R_58L05JYwR7NjuuW",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:47:59","2022-09-20 12:06:52","Offline","176.132.224.194","100","1133","True","2022-09-20 17:18:34","R_7KChItbWvaA7A8x",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 12:07:08","2022-09-20 12:10:19","Offline","176.132.224.194","100","191","True","2022-09-20 17:18:35","R_fGv5vhOxErlMSO4",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 12:10:36","2022-09-20 12:26:08","Offline","176.132.224.194","100","931","True","2022-09-20 17:18:36","R_cXPv2Sy4YnWrzkR",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 14:12:07","2022-09-20 14:34:45","Offline","176.132.224.194","100","1357","True","2022-09-20 17:18:37","R_ckXFcgjFtpNMZkK",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 14:34:48","2022-09-20 14:50:04","Offline","176.132.224.194","100","915","True","2022-09-20 17:18:38","R_6D6lWDndUKX2fC9",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 14:50:07","2022-09-20 15:08:30","Offline","176.132.224.194","100","1103","True","2022-09-20 17:18:39","R_4nNb1BJ8MFbr4Zm",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 15:08:34","2022-09-20 15:26:18","Offline","176.132.224.194","100","1064","True","2022-09-20 17:18:40","R_2ACBs6Y7re0IifP",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Ne remplit pas les critères",0
"2022-09-20 15:29:03","2022-09-20 15:46:02","Offline","176.132.224.194","100","1018","True","2022-09-20 17:18:41","R_nWEWyTLu6ct9Z1c",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 15:46:06","2022-09-20 16:00:20","Offline","176.132.224.194","100","854","True","2022-09-20 17:18:42","R_fGKD27JTmh5Kt72",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-20 09:44:49","2022-09-20 09:58:11","Offline","90.79.185.4","100","802","True","2022-09-20 18:02:09","R_iLigv4GtThJOu1q",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 09:58:14","2022-09-20 10:18:03","Offline","90.79.185.4","100","1188","True","2022-09-20 18:02:11","R_iJDxMVO7he3yVZ0",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 10:31:45","2022-09-20 10:44:27","Offline","90.79.185.4","100","762","True","2022-09-20 18:03:13","R_edlEKTRjfSVXO2o",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 10:44:32","2022-09-20 11:02:18","Offline","90.79.185.4","100","1066","True","2022-09-20 18:03:14","R_7RmrQKOo8SRdnpI",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 10:18:09","2022-09-20 11:06:59","Offline","90.79.185.4","100","2930","True","2022-09-20 18:03:15","R_iv9xsUnOf2eDKfk",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:07:10","2022-09-20 11:21:41","Offline","90.79.185.4","100","871","True","2022-09-20 18:03:16","R_aYB2qazJQyfWZdh",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:24:01","2022-09-20 11:50:54","Offline","90.79.185.4","100","1613","True","2022-09-20 18:03:17","R_hnmdIuDDuUm4cnP",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 11:52:03","2022-09-20 12:04:28","Offline","90.79.185.4","100","744","True","2022-09-20 18:03:18","R_3jtLzSEZMhu3DmH",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 12:10:21","2022-09-20 12:16:11","Offline","90.79.185.4","100","350","True","2022-09-20 18:03:19","R_k5WXtLbsy8ArdpK",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 14:34:22","2022-09-20 14:51:15","Offline","90.79.185.4","100","1012","True","2022-09-20 18:03:20","R_36GwK5i9hGhQxYN",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 14:51:51","2022-09-20 15:02:12","Offline","90.79.185.4","100","621","True","2022-09-20 18:03:21","R_jqSCUkSyHLjoCuw",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 15:02:18","2022-09-20 15:22:02","Offline","90.79.185.4","100","1184","True","2022-09-20 18:03:22","R_jPmjePTXW9IyvJE",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 15:22:31","2022-09-20 15:42:41","Offline","90.79.185.4","100","1209","True","2022-09-20 18:03:23","R_o92zspXJKmNkVC6",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 15:48:14","2022-09-20 15:56:46","Offline","90.79.185.4","100","511","True","2022-09-20 18:03:24","R_oznskpAfCUF7CQV",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-19 10:20:48","2022-09-20 16:04:07","Offline","90.79.185.4","100","106998","True","2022-09-20 18:03:25","R_mvQGniUD7uUbA7w",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-19 12:13:51","2022-09-20 16:05:33","Offline","90.79.185.4","100","100302","True","2022-09-20 18:03:31","R_nSR10dZZhoJeubg",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-19 11:34:31","2022-09-20 16:07:03","Offline","90.79.185.4","100","102752","True","2022-09-20 18:03:32","R_fYjnOrSUUkNSLJy",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-20 09:42:14","2022-09-20 09:44:41","Offline","93.22.150.81","100","146","True","2022-09-20 18:56:18","R_1qrfNgbxcSdeS2o",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Ne remplit pas les critères",0
"2022-09-20 09:45:53","2022-09-20 10:04:03","Offline","93.22.150.81","100","1090","True","2022-09-20 18:56:20","R_45FuZIz3DCpEk3d",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 10:04:07","2022-09-20 10:07:13","Offline","93.22.150.81","100","186","True","2022-09-20 18:56:21","R_1w71q8A1vTO9631",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 10:10:07","2022-09-20 10:10:42","Offline","93.22.150.81","100","34","True","2022-09-20 18:56:23","R_oQhFR3PvCpkDSYi",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Ne remplit pas les critères",0
"2022-09-20 10:43:41","2022-09-20 11:01:36","Offline","93.22.150.81","100","1074","True","2022-09-20 18:56:24","R_jfHaTq8oCyqC6oy",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 10:10:48","2022-09-20 11:10:26","Offline","93.22.150.81","100","3577","True","2022-09-20 18:56:25","R_8BX7lgDs6CfQysI",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 11:10:30","2022-09-20 11:12:16","Offline","93.22.150.81","100","106","True","2022-09-20 18:56:27","R_kqipSo43HmINLgo",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Ne remplit pas les critères",0
"2022-09-20 11:27:18","2022-09-20 11:46:47","Offline","93.22.150.81","100","1168","True","2022-09-20 18:56:28","R_ew8AN5SUjGbTqb5",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 11:46:56","2022-09-20 11:48:16","Offline","93.22.150.81","100","79","True","2022-09-20 18:56:29","R_9uHdO25PtZJJPGU",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Ne remplit pas les critères",0
"2022-09-20 11:48:19","2022-09-20 11:49:03","Offline","93.22.150.81","100","44","True","2022-09-20 18:56:31","R_ouDfEgmM4XWp3oL",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Ne remplit pas les critères",0
"2022-09-20 12:29:46","2022-09-20 12:52:15","Offline","93.22.150.81","100","1348","True","2022-09-20 18:56:32","R_gVYohatpQF9gAEi",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 14:20:53","2022-09-20 14:45:07","Offline","93.22.150.81","100","1454","True","2022-09-20 18:56:33","R_jmEkMi2LSiEmbX5",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 14:00:35","2022-09-20 15:00:21","Offline","93.22.150.81","100","3586","True","2022-09-20 18:56:35","R_a9bBuWWnT7WIOQo",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 15:01:55","2022-09-20 15:16:48","Offline","93.22.150.81","100","893","True","2022-09-20 18:56:36","R_0CSZVVwUIMipFKq",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 15:20:10","2022-09-20 15:21:26","Offline","93.22.150.81","100","75","True","2022-09-20 18:56:37","R_8Enkcu2FQsf6eec",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je refuse",1
"2022-09-20 15:21:30","2022-09-20 15:23:07","Offline","93.22.150.81","100","96","True","2022-09-20 18:56:38","R_kkbiDjtW0UOKZgR",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je refuse",1
"2022-09-20 15:28:44","2022-09-20 16:00:51","Offline","93.22.150.81","100","1926","True","2022-09-20 18:56:40","R_9dquXKHQIYgUVJR",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-20 15:16:52","2022-09-20 16:22:57","Offline","93.22.150.81","100","3965","True","2022-09-20 18:56:41","R_30OB4JOAaH9Ps7h",NA,NA,NA,NA,"48.8323","2.4075",NA,"EN","Manon","Necker","Je consens à participer à la recherche",0
"2022-09-21 09:32:45","2022-09-21 09:43:38","Offline","176.132.224.194","100","653","True","2022-09-21 18:33:16","R_9nfATMwCmHTSeW6",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 09:43:41","2022-09-21 10:01:57","Offline","176.132.224.194","100","1096","True","2022-09-21 18:33:19","R_9M9JqlTlXazpBFc",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 10:02:01","2022-09-21 10:13:04","Offline","176.132.224.194","100","663","True","2022-09-21 18:33:20","R_2xJQ6NHjPdBbEu9",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 10:13:08","2022-09-21 10:35:45","Offline","176.132.224.194","100","1357","True","2022-09-21 18:33:22","R_8Feu9NDm7E4Qoqj",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 10:35:48","2022-09-21 10:50:50","Offline","176.132.224.194","100","902","True","2022-09-21 18:33:23","R_2DS8EJ1hFaRbnR6",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 11:17:00","2022-09-21 11:30:05","Offline","176.132.224.194","100","784","True","2022-09-21 18:33:23","R_d1QlcP9ePiafTEe",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 11:42:37","2022-09-21 11:53:29","Offline","176.132.224.194","100","652","True","2022-09-21 18:33:25","R_jqy1NUUjLuEelIw",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 11:30:11","2022-09-21 12:09:24","Offline","176.132.224.194","100","2352","True","2022-09-21 18:33:27","R_3l2PdjYbNwMvDUd",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 11:54:26","2022-09-21 12:35:15","Offline","176.132.224.194","100","2448","True","2022-09-21 18:33:28","R_aziiL2Gfsk2zopp",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 12:55:20","2022-09-21 13:07:30","Offline","176.132.224.194","100","730","True","2022-09-21 18:33:29","R_7uK135HPwm2wA1I",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 14:44:52","2022-09-21 15:11:40","Offline","176.132.224.194","100","1608","True","2022-09-21 18:33:33","R_9HYtAzLlVdSs1TW",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 16:28:08","2022-09-21 16:38:26","Offline","176.132.224.194","100","617","True","2022-09-21 18:33:34","R_5vKiJp73uNTczNw",NA,NA,NA,NA,"48.7709","2.4156",NA,"EN","Laudine","Tenon","Je consens à participer à la recherche",0
"2022-09-21 09:41:17","2022-09-21 09:51:54","Offline","86.242.6.10","100","636","True","2022-09-21 19:46:45","R_iHzIUbNFjXnir1R",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
"2022-09-21 09:51:57","2022-09-21 09:54:56","Offline","86.242.6.10","100","179","True","2022-09-21 19:46:46","R_c2eQGQNKPYtj1ka",NA,NA,NA,NA,"48","2",NA,"EN","Laure","Tenon","Je consens à participer à la recherche",0
