"Subject","ACC_Id_Bad_Other","ACC_Id_Bad_Self","ACC_Id_Good_Other","ACC_Id_Good_Self","ACC_Val_Bad_Other","ACC_Val_Bad_Self","ACC_Val_Good_Other","ACC_Val_Good_Self","RT_Id_Bad_Other","RT_Id_Bad_Self","RT_Id_Good_Other","RT_Id_Good_Self","RT_Val_Bad_Other","RT_Val_Bad_Self","RT_Val_Good_Other","RT_Val_Good_Self"
7314,0.833333333333333,0.966666666666667,0.933333333333333,0.933333333333333,0.833333333333333,0.922222222222222,0.911111111111111,0.922222222222222,0.698985333333333,0.604152873563218,0.651511904761905,0.603896428571429,0.707573333333333,0.622344578313253,0.651531707317073,0.708519277108434
7315,0.988888888888889,0.988888888888889,0.988888888888889,0.988888888888889,0.933333333333333,0.977777777777778,0.944444444444444,0.955555555555556,0.486611235955056,0.419823595505618,0.510485393258427,0.438923595505618,0.609795238095238,0.478222727272727,0.537117647058823,0.513505813953488
7316,0.977777777777778,0.911111111111111,0.9,1,0.977777777777778,0.877777777777778,0.944444444444444,1,0.526467045454545,0.581739024390244,0.619903703703704,0.535206666666667,0.550642045454545,0.578691139240506,0.616631764705882,0.539097777777778
7317,0.988888888888889,0.988888888888889,0.966666666666667,0.977777777777778,0.866666666666667,0.911111111111111,0.944444444444444,0.877777777777778,0.482640449438202,0.530651685393258,0.49546091954023,0.5992625,0.641767948717949,0.577959756097561,0.508316470588235,0.531273417721519
7318,0.988888888888889,0.966666666666667,0.988888888888889,0.977777777777778,0.933333333333333,0.944444444444444,0.966666666666667,0.9,0.443983146067416,0.409945977011494,0.417596629213483,0.4582375,0.515342857142857,0.458890588235294,0.458334482758621,0.507464197530864
7319,0.933333333333333,0.955555555555556,0.944444444444444,0.888888888888889,0.977777777777778,0.933333333333333,0.977777777777778,0.922222222222222,0.508415476190476,0.449338372093023,0.467687058823529,0.45025125,0.489884090909091,0.45960119047619,0.456868181818182,0.506577108433735
7320,0.943820224719101,0.844444444444444,0.911111111111111,0.944444444444444,0.9,0.933333333333333,0.7,0.888888888888889,0.445714285714286,0.406177631578947,0.449384146341463,0.410637647058824,0.435023456790123,0.418275,0.460950793650794,0.39729375
7321,0.966666666666667,0.933333333333333,0.888888888888889,1,0.988888888888889,0.833333333333333,0.933333333333333,0.977777777777778,0.513794252873563,0.563159523809524,0.6003275,0.460175555555556,0.513750561797753,0.617588,0.570375,0.493126136363636
7322,0.911111111111111,0.866666666666667,0.844444444444444,0.955555555555556,0.955555555555556,0.888888888888889,0.9,0.955555555555556,0.585806097560976,0.556323076923077,0.601525,0.56015,0.592596511627907,0.58211375,0.558958024691358,0.556881395348837
7323,0.977777777777778,0.944444444444444,0.933333333333333,0.988888888888889,0.955555555555556,0.922222222222222,0.944444444444444,0.9,0.423298863636364,0.415157647058824,0.468958333333333,0.421241573033708,0.501740697674419,0.495267469879518,0.513603529411765,0.519643209876543
7324,0.786516853932584,0.696629213483146,0.730337078651685,0.9,0.744444444444444,0.6,0.688888888888889,0.752808988764045,0.627541428571429,0.629648387096774,0.704875384615385,0.609377777777778,0.660802985074627,0.771998148148148,0.738433870967742,0.630685074626866
7325,0.966666666666667,0.988888888888889,0.922222222222222,0.988888888888889,0.933333333333333,0.877777777777778,0.933333333333333,0.966666666666667,0.508145977011494,0.464407865168539,0.501922891566265,0.417996629213483,0.493620238095238,0.521811392405063,0.492252380952381,0.435757471264368
7326,0.944444444444444,0.977777777777778,0.988888888888889,0.933333333333333,0.944444444444444,1,0.977777777777778,0.922222222222222,0.542676470588235,0.536064772727273,0.500251685393258,0.544577380952381,0.577830588235294,0.497627777777778,0.462123863636364,0.5885
7327,1,0.944444444444444,0.966666666666667,0.977777777777778,0.966666666666667,0.955555555555556,0.966666666666667,0.944444444444444,0.537334444444444,0.576092941176471,0.56763908045977,0.521843181818182,0.553304597701149,0.584860465116279,0.563748275862069,0.530547058823529
7328,0.977777777777778,0.944444444444444,0.911111111111111,0.977777777777778,1,0.977777777777778,0.911111111111111,1,0.551790909090909,0.570398823529412,0.612596341463415,0.481640909090909,0.557573333333333,0.605770454545455,0.543106097560976,0.47925
7329,0.977777777777778,0.911111111111111,0.855555555555556,0.911111111111111,0.977777777777778,0.944444444444444,0.911111111111111,0.955555555555556,0.5055375,0.504298780487805,0.569554545454545,0.546459756097561,0.52775,0.537765882352941,0.501726829268293,0.49593488372093
7331,0.988888888888889,0.955555555555556,0.888888888888889,0.988888888888889,0.977777777777778,0.988888888888889,0.977777777777778,0.977777777777778,0.578970786516854,0.570541860465116,0.62892,0.49097191011236,0.584859090909091,0.592993258426966,0.578377272727273,0.498730681818182
7332,0.933333333333333,0.911111111111111,0.887640449438202,0.988888888888889,0.955555555555556,0.877777777777778,0.764044943820225,0.966666666666667,0.53967619047619,0.56665,0.569162025316456,0.491138202247191,0.543380232558139,0.617760759493671,0.558705882352941,0.455228735632184
7333,0.977777777777778,0.944444444444444,0.922222222222222,0.966666666666667,0.944444444444444,0.955555555555556,0.9,0.944444444444444,0.474453409090909,0.483758823529412,0.544297590361446,0.500413793103448,0.505544705882353,0.48288488372093,0.458603703703704,0.467465882352941
7334,0.811111111111111,0.666666666666667,0.711111111111111,0.822222222222222,0.911111111111111,0.944444444444444,0.955555555555556,0.966666666666667,0.649252054794521,0.547713333333333,0.5661875,0.570247297297297,0.557346341463415,0.511074117647059,0.502870930232558,0.530889655172414
7335,0.988888888888889,0.922222222222222,0.833333333333333,0.966666666666667,0.966666666666667,0.966666666666667,0.922222222222222,0.922222222222222,0.55228202247191,0.555230120481928,0.608384,0.548467816091954,0.507675862068966,0.48582183908046,0.520087951807229,0.497407228915663
7336,0.943181818181818,0.863636363636364,0.888888888888889,0.943820224719101,0.877777777777778,0.933333333333333,0.844444444444444,0.898876404494382,0.42504578313253,0.387797368421053,0.39942375,0.37685119047619,0.44959746835443,0.417978571428571,0.478611842105263,0.39741875
7337,0.966666666666667,0.955555555555556,0.722222222222222,0.966666666666667,0.944444444444444,0.955056179775281,0.911111111111111,0.988888888888889,0.50225632183908,0.493137209302326,0.599896923076923,0.477740229885057,0.488771764705882,0.550843529411765,0.479325609756098,0.416968539325843
7339,0.977777777777778,1,0.966666666666667,0.944444444444444,0.955555555555556,0.988888888888889,1,0.988888888888889,0.494259090909091,0.436722222222222,0.481173563218391,0.465345882352941,0.488361627906977,0.459308988764045,0.46338,0.474305617977528
7340,0.988888888888889,0.9,0.955555555555556,0.977777777777778,0.966666666666667,0.1,0.0444444444444444,0.977777777777778,0.461738202247191,0.455138271604938,0.494639534883721,0.436484090909091,0.458032183908046,0.483488888888889,0.423675,0.435493181818182
7341,0.844444444444444,0.922222222222222,0.944444444444444,0.944444444444444,0.898876404494382,0.944444444444444,0.9,0.954545454545455,0.497678947368421,0.46728313253012,0.44468,0.432729411764706,0.441285,0.461757647058824,0.438301234567901,0.420629761904762
7342,0.922222222222222,0.911111111111111,0.877777777777778,0.911111111111111,0.877777777777778,0.944444444444444,0.933333333333333,0.922222222222222,0.539627710843373,0.472948780487805,0.495184810126582,0.530196341463415,0.502482278481013,0.451416470588235,0.431321428571429,0.466897590361446
7343,0.944444444444444,0.922222222222222,0.933333333333333,0.922222222222222,0.988888888888889,0.888888888888889,0.866666666666667,0.988888888888889,0.528951764705882,0.456977108433735,0.549713095238095,0.49608313253012,0.573865168539326,0.55304375,0.59058717948718,0.523383146067416
7344,0.911111111111111,0.922222222222222,0.833333333333333,0.922222222222222,0.922222222222222,0.866666666666667,0.7,0.977777777777778,0.401880487804878,0.410253012048193,0.400745333333333,0.362639759036145,0.406528915662651,0.441611538461538,0.471950793650794,0.378305681818182
7345,0.977777777777778,0.9,0.833333333333333,0.977777777777778,0.855555555555556,0.822222222222222,0.822222222222222,0.97752808988764,0.408497727272727,0.406408641975309,0.429230666666667,0.365031818181818,0.491342857142857,0.503436486486487,0.435531081081081,0.428235632183908
73370,0.833333333333333,0.822222222222222,0.8,0.833333333333333,0.922222222222222,0.866666666666667,0.922222222222222,0.922222222222222,0.576350666666667,0.582725675675676,0.620318055555556,0.552661333333333,0.541579518072289,0.544946153846154,0.494525301204819,0.463704819277108
