StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q160,Q161,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,ID,dogcat,PoliticalParty,AccuracyDT1,ShareDT1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,AccuracyDT2,ShareDT2,Q229_First Click,Q229_Last Click,Q229_Page Submit,Q229_Click Count,AccuracyDT3,ShareDT3,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,AccuracyDT4,ShareDT4,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,AccuracyRT1,ShareRT1,Q233_First Click,Q233_Last Click,Q233_Page Submit,Q233_Click Count,AccuracyRT2,ShareRT2,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,AccuracyRT3,ShareRT3,Q235_First Click,Q235_Last Click,Q235_Page Submit,Q235_Click Count,AccuracyRT4,ShareRT4,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,AccuracyDF1,ShareDF1,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,AccuracyDF2,ShareDF2,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,AccuracyDF3,ShareDF3,Q239_First Click,Q239_Last Click,Q239_Page Submit,Q239_Click Count,AccuracyDF4,ShareDF4,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,AccuracyRF1,ShareRF1,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,AccuracyRF2,ShareRF2,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,AccuracyRF3,ShareRF3,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,AccuracyRF4,ShareRF4,Q448_First Click,Q448_Last Click,Q448_Page Submit,Q448_Click Count,AccuracyDT5,ShareDT5,Q454_First Click,Q454_Last Click,Q454_Page Submit,Q454_Click Count,AccuracyRT5,ShareRT5,Q460_First Click,Q460_Last Click,Q460_Page Submit,Q460_Click Count,AccuracyDF5,ShareDF5,Q472_First Click,Q472_Last Click,Q472_Page Submit,Q472_Click Count,AccuracyDT6,ShareDT6,Q478_First Click,Q478_Last Click,Q478_Page Submit,Q478_Click Count,AccuracyRT6,ShareRT6,Q484_First Click,Q484_Last Click,Q484_Page Submit,Q484_Click Count,AccuracyDF6,ShareDF6,Q490_First Click,Q490_Last Click,Q490_Page Submit,Q490_Click Count,AccuracyRF6,ShareRF6,Q466_First Click,Q466_Last Click,Q466_Page Submit,Q466_Click Count,AccuracyRF5,ShareRF5,CRTTime_First Click,CRTTime_Last Click,CRTTime_Page Submit,CRTTime_Click Count,CR1,CR2,CR3,FeelingThermometerT_First Click,FeelingThermometerT_Last Click,FeelingThermometerT_Page Submit,FeelingThermometerT_Click Count,FeelingDem_1,FeelingRepub_1,PKTime_First Click,PKTime_Last Click,PKTime_Page Submit,PKTime_Click Count,PK1(3),PK2(2),PK3(1),PK4(2),PK5(1),O1,O2,O3,O4,O5,O6,Q114,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,Part,Part_4_TEXT,DemRep_C,social_conserv,econ_conserv,DemIdentityStrength,RepIdentityStrength,POTUS2016,Facebook,Twitter,SM_Freq,SocialMedia_Chk,Media_1,Media_2,Media_3,Media_4,AnswerNotReflect,InfluencedByIncentiv,Strategies_1,Strategies_2,Strategies_3,Strategies,Confident,ConfidentPercentile_1,VaccineConfidence_1,KnowlinglyShareFalse,Random,Google,Comments,condition,confirmCode,Party
6/14/21 23:46,6/14/21 23:56,0,100,610,1,6/14/21 23:56,R_3nwkopcxZT8tcsS,,,,,35.71780396,-78.84279633,anonymous,EN,,1,Safari iPhone,14.0.3,iPhone,414x896,5f17043c8ad8cb033bf27c0f,Cat,1,2,1,7.121,10.463,11.796,4,4,2,4.358,9.208,10.1,5,2,1,6.588,9.806,10.753,5,4,1,2.738,7.698,8.371,5,4,5,4.238,6.146,7.538,3,5,5,4.266,9.94,10.402,5,6,5,6.36,9.901,10.724,4,4,4,2.871,6.704,7.702,5,3,2,6.486,9.236,10.801,3,4,1,4.602,11.419,13.712,5,1,1,3.511,5.601,6.745,4,1,1,5.203,6.444,7.11,3,5,5,2.715,5.664,6.312,4,5,6,5.281,10.172,11.713,4,4,5,5.375,7.993,9.334,4,5,5,7.967,9.539,10.328,3,2,1,5.34,7.658,8.446,4,3,2,2.882,6.579,7.462,4,3,2,7.699,11.101,11.826,5,2,1,5.669,8.088,8.793,4,5,5,4.107,6.407,7.512,4,1,1,12.444,13.71,14.374,3,4,5,4.556,7.437,8.77,4,5,6,7.51,39.666,42.967,4,8,10,39,3.382,5.79,6.446,3,16,75,6.912,25.496,29.988,9,3,2,1,2,1,30,31,31,31,31,30,"3,5",36,1,,3,5,1,,2,,4,4,4,1,5,5,2,2,3,3,1,2,2,1,,,4,3,5,,3,52,100,2,2,2,,3,8,Republican
6/15/21 0:42,6/15/21 0:43,0,100,92,1,6/15/21 0:43,R_u3bz3NCy9AqNxcJ,,,,,39.001297,-76.88800049,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.101,Windows NT 10.0,1366x768,60c2f4aff26ecf1bd216111a,Caat,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,Democrat
6/15/21 2:16,6/15/21 2:33,0,100,1056,1,6/15/21 2:33,R_3PYt3MlZTnQHaCA,,,,,27.54299927,-82.56020355,anonymous,EN,,1,Firefox,89,Windows NT 10.0,1280x1024,60a2b9a6ad671cebb06f2b0d,cat,1,1,1,19.987,20.955,22.342,2,2,1,14.694,15.838,17.237,2,2,1,12.976,14.016,15.437,2,2,1,9.147,10.499,11.981,2,6,4,19.957,21.1,23.063,2,2,1,8.107,10.127,12.176,2,6,5,15.504,19.57,21.577,2,5,3,21.302,22.854,24.21,2,3,1,14.389,16.46,18.663,2,1,1,11.397,13.261,15.443,2,4,1,9.293,10.445,12.619,2,1,1,8.058,9.266,11.092,2,1,1,19.398,20.9,22.962,2,2,1,9.295,15.463,16.755,3,4,1,23.331,38.611,39.997,2,5,3,11.884,21.797,23.043,2,6,4,11.923,17.235,18.938,3,6,4,14.358,15.454,16.664,2,1,1,27.722,32.898,34.172,2,4,1,12.244,19.476,20.78,2,6,4,12.47,13.615,15.131,2,1,1,25.566,26.751,28.544,2,1,1,18.883,19.851,21.313,2,1,1,5.794,33.834,54.766,3,8,10,1,6.195,10.172,12.726,2,40,72,7.555,37.427,40.362,5,3,2,2,2,1,32,28,28,28,32,32,"3,5",92,2,,5,5,1,,2,,5,5,4,1,7,2,1,2,5,2,4,4,3,2,2,,5,2,5,none,3,51,100,2,2,2,n/a,0,94,Republican
6/15/21 2:46,6/15/21 3:02,0,100,957,1,6/15/21 3:02,R_1Q5WK8PwPfj1lb4,,,,,33.46690369,-111.9151001,anonymous,EN,,1,Safari iPhone,14.1.1,iPhone,428x926,60c7ed61061e7e1f99a213b1,Cat,1,4,1,1.456,16.659,17.345,7,4,1,6.443,9.211,10.141,4,3,1,2.747,11.518,12.748,6,3,1,19.86,21.415,22.41,3,3,1,6.304,8.305,9.175,5,4,1,12.376,14.02,15.725,3,1,1,1.063,13.336,15.415,6,4,1,12.918,23.235,24.273,8,1,1,12.222,15.285,15.306,4,3,1,11.132,14.218,15.023,7,1,1,12.93,14.967,15.872,5,3,1,10.267,44.274,46.331,4,1,1,6.067,8.271,9.256,4,4,1,1.783,8.187,8.209,7,3,1,14.642,26.614,27.711,7,3,1,8.247,12.976,13.727,7,3,1,1.939,11.613,13.692,4,3,1,9.56,12.869,13.616,5,3,1,8.435,10.179,11.4,4,3,1,9.785,12.329,13.224,5,4,1,4.689,7.542,8.378,5,1,1,12.026,14.064,15.442,4,3,1,2.153,12.143,13.272,6,6,1,9.407,116.979,125.797,8,8,5,20,0.349,26.678,27.719,12,62,59,7.751,37.272,38.219,13,2,2,2,2,1,29,28,28,28,32,32,4,24,2,,6,3,5,,2,,4,3,3,3,7,5,1,2,5,2,2,3,3,2,,,3,6,6,,2,61,4,2,2,2,,1,16,Republican
6/15/21 3:29,6/15/21 3:40,0,100,658,1,6/15/21 3:40,R_4MBePBYvH30zB8B,,,,,41.88470459,-88.30280304,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.106,Windows NT 10.0,1366x768,5c77ebd4eaf40f0001c8ee7f,cat,1,1,1,11.31,13.368,15.068,3,1,1,6.717,11.319,12.814,5,4,1,7.921,11.006,13.05,3,5,1,4.928,11.175,12.108,6,5,1,10.564,13.604,14.293,4,1,1,7.823,10.692,11.349,4,6,1,7.771,10.581,11.711,4,5,1,5.146,9.324,10.561,4,1,1,8.297,12.72,13.67,4,1,1,8.302,12.335,13.123,5,1,1,4.151,5.709,7.223,2,1,1,4.847,8.443,9.093,4,1,1,5.249,9.115,10.064,4,5,1,6.733,13.288,14.715,4,5,1,5.281,8.668,9.347,4,6,1,8.53,16.592,18.458,4,6,1,5.685,8.966,10.206,4,6,1,3.943,7.288,8.025,4,1,1,32.726,36.916,37.738,4,6,1,6.691,8.687,9.714,3,1,1,3.16,4.661,5.676,3,1,1,10.677,14.703,15.555,4,1,1,9.265,15.372,17.76,4,6,1,6.812,31.415,33.982,6,8,10,39,3.469,7.846,8.815,3,24,82,7.42,28.608,29.4,9,3,2,2,2,1,32,28,28,28,32,32,"3,5",39,2,,6,8,1,,2,,6,5,5,1,7,2,1,1,5,2,3,3,4,3,,,4,4,6,,2,76,100,2,2,2,,3,8,Republican
6/15/21 4:48,6/15/21 5:00,0,100,743,1,6/15/21 5:00,R_2AEiJQuDYxCsbPE,,,,,40.66569519,-75.33640289,anonymous,EN,"1,2,3",1,Safari iPad,12,iPad,768x1024,5c6d7db58f6257000148f61d,Cat,1,1,1,4.495,5.666,6.619,3,1,1,2.511,7.357,7.807,3,6,6,7.438,9.623,11.791,3,1,1,5.17,5.938,6.613,3,6,6,30.263,78.478,78.951,9,6,6,1.449,4.427,4.882,3,6,6,2.231,8.352,9.004,5,1,1,4.603,5.826,6.477,3,1,1,5.972,7.142,7.561,3,6,6,2.098,4.311,5.41,3,1,1,3.229,4.385,5.195,3,1,1,7.813,10.499,11.229,3,1,1,4.439,5.396,5.964,3,6,6,2.812,3.804,4.211,3,6,6,4.74,10.383,11.036,3,6,6,5.467,6.53,7.426,3,1,1,1.163,10.74,11.888,4,6,6,3.24,4.427,5.157,3,1,1,1.033,12.084,13.713,4,1,1,7.881,9.407,9.898,3,6,6,1.173,3.811,4.468,4,1,1,1.831,6.691,7.454,4,6,6,1.196,6.508,7.016,4,6,6,25.946,43.284,74.732,3,8,50,20,3.254,4.595,5.432,2,0,100,11.901,42.938,44.091,13,3,3,1,3,2,32,28,28,28,32,32,"3,5",29,1,,2,3,1,,2,,6,5,5,1,7,2,2,2,3,1,1,1,3,2,2,,1,4,4,,1,80,7,2,2,2,,2,80,Republican
6/15/21 5:46,6/15/21 6:21,0,100,2065,1,6/15/21 6:21,R_2s11YiZpyCbivzn,,,,,40.33680725,-75.87439728,anonymous,EN,,1,Chrome,91.0.4472.101,Windows NT 6.1,1536x864,60c7af606ba051b42a91d3ff,Cat,1,2,2,30.803,48.489,50.269,2,5,3,13.358,14.465,15.508,2,1,1,11.968,13.918,15.505,2,3,2,7.75,9.1,9.98,2,5,5,9.153,16.539,17.342,5,6,5,6.986,8.476,10.964,2,6,6,16.749,18.006,19.821,2,2,1,11.977,13.614,15.136,2,3,3,31.019,33.415,34.392,2,4,3,6.722,7.416,8.645,2,1,1,10.342,11.801,13.433,2,1,1,13.663,15.248,16.3,2,1,1,20.426,23.626,24.859,2,3,2,31.676,35.182,36.755,2,3,4,9.395,10.965,12.17,2,6,6,32.843,33.663,34.987,2,5,1,18.273,21.561,22.86,2,6,5,8.02,9.262,10.679,2,2,1,7.441,8.261,8.95,2,4,3,8.699,12.549,23.279,2,6,5,6.633,7.897,8.819,2,1,1,35.322,37.021,37.869,2,1,1,10.271,14.422,19.451,3,5,5,60.452,160.104,163.613,6,4,10,39,5.559,9.55,10.98,2,9,91,12.347,74.154,76.029,7,3,2,1,2,1,31,28,28,28,32,32,"3,5",52,1,,5,5,1,,2,,5,4,5,2,6,4,2,2,1,3,1,2,3,1,2,,5,5,4,"In reviewing the article headlines, some I recognized while others were new to me. In the past several years I have become increasingly skeptical of the main stream media and find that they focus more on presenting propaganda over facts. Much of the reporting on President Trump was deliberately designed to mislead voters in 2020. This was bolstered by left leaning social media platforms like Facebook and Twitter that blocked or banned information on invents or news that showed the President in a positive light. I no longer listen to mainstream media and do my own research if I question information I receive from other news outlets.",1,90,75,2,2,2,I enjoyed this survey and hope the findings from the study are used to inform people of the current propensity of media to mislead and demonstrate heavy political bias towards the left. Hopefully more people will awaken to the corruption of mainstream media and do their own research. Thanks!,0,91,Republican
6/15/21 7:18,6/15/21 7:25,0,100,401,1,6/15/21 7:25,R_8ujtKiosTXCD2Vj,,,,,45.08000183,-93.02269745,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.77,Windows NT 10.0,1536x864,6036f9b3b1842f8b659b18c7,cat,1,4,5,1.879,3.767,4.582,4,3,5,1.237,1.597,2.531,2,3,5,1.241,1.585,2.144,2,4,5,1.352,1.849,3.223,2,3,5,1.14,1.644,2.651,3,2,4,1.234,2.034,2.648,2,3,4,1.352,2.048,2.573,3,4,4,0.662,1.709,2.2,3,3,5,1.108,1.548,2.113,2,2,4,1.311,1.703,2.229,2,3,5,1.102,1.686,2.462,2,2,4,7.088,7.48,8.198,2,3,5,0.13,2.218,2.584,4,3,4,1.858,2.379,2.953,2,3,5,2.704,3.751,4.301,3,3,5,1.188,1.748,2.403,3,2,5,1.116,1.532,2.243,2,2,3,1.44,1.944,3.047,2,4,4,1.001,1.496,2.08,2,4,5,1.132,1.565,2.059,2,3,5,1.202,1.643,2.466,2,4,5,83.509,84.693,85.276,3,3,5,1.881,2.544,3.142,3,2,3,1.17,6.37,12.354,3,8,10,39,19.201,21.422,21.646,4,63,69,1.8,5.372,6.05,5,2,2,2,1,2,29,31,30,29,30,31,"3,5",27,2,,5,10,1,,2,,4,3,4,2,5,2,1,1,5,2,4,3,3,4,2,,3,2,3,none,3,43,40,2,2,2,,2,10,Republican
6/15/21 7:57,6/15/21 8:09,0,100,726,1,6/15/21 8:09,R_UQPXRXsGSIUcoox,,,,,37.25990295,-121.917099,anonymous,EN,"1,2,3",1,Safari,14.1.1,Macintosh,1024x1366,5de1bfa4fc03e9213d6b146a,Cat,1,4,4,15.161,17.82,18.535,5,4,1,3.524,5.048,8.998,4,1,1,11.196,14.066,14.706,3,4,4,6.243,7.659,8.631,3,1,1,7.54,9.389,10.095,4,4,1,5.999,22.224,23.171,3,4,1,8.089,10.833,11.557,4,4,1,3.604,6.84,8.63,3,1,5,9.483,9.815,11.231,2,1,1,10.722,11.032,11.802,2,1,1,4.486,5.369,6.46,2,1,4,7.171,7.689,9.087,2,1,1,5.361,5.72,6.465,2,1,1,11.443,15.262,16.261,5,1,1,12.334,12.626,13.254,2,1,1,9.696,11.335,12.002,3,1,1,8.339,13.232,14.541,3,4,1,6.009,8.146,8.8,3,3,1,9.739,11.455,12.163,4,4,1,3.956,6.159,6.881,4,4,1,3.267,3.585,4.337,2,1,1,9.446,10.753,11.912,3,1,1,9.79,11.589,12.197,3,4,1,8.332,61.73,63.781,3,8,10,39,8.806,12.157,13.471,2,28,72,4.746,40.886,42.087,9,3,2,1,2,2,32,28,28,28,32,32,"3,5",43,1,,4,12,1,,3,,4,3,4,1,5,3,1,1,1,2,3,3,3,1,,,3,5,5,Look at multiple sources,2,84,100,1,2,2,,1,52,Republican
6/15/21 8:21,6/15/21 8:27,0,100,368,1,6/15/21 8:27,R_TcFP4slbdEFj2Mh,,,,,39.73880005,-104.9868011,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.77,Windows NT 10.0,1920x1080,6082e6a0019d7e7b685beb0c,cat,1,3,1,3.523,4.195,4.883,2,1,1,5.761,7.695,8.411,4,2,1,6.254,6.788,7.597,2,1,1,7.823,9.253,9.977,2,4,4,6.295,9.613,10.455,3,3,1,6.364,7.23,7.939,2,5,2,4.836,5.424,6.17,2,2,2,4.682,5.192,6.249,2,1,1,5.51,5.966,7.077,2,1,1,3.732,4.668,5.81,2,1,1,3.55,3.982,4.73,2,1,1,6.156,6.906,7.962,2,2,1,5.237,6.343,7.305,2,5,2,3.603,4.493,5.488,2,3,1,4.553,6.261,6.807,2,5,5,9.28,10.316,11.1,2,3,3,4.36,5.668,6.377,2,4,2,4.304,5.228,6.053,2,3,2,4.336,5.164,5.918,2,1,1,4.504,5.866,6.558,2,5,3,3.138,3.608,4.556,2,1,1,6.254,6.718,7.734,2,2,2,4.888,6.412,7.199,2,4,1,3.812,14.138,15.931,3,8,50,20,2.307,4.025,4.785,3,4,89,5.828,23.834,24.813,5,3,2,1,2,2,31,28,29,29,32,32,"3,5",36,2,,5,12,1,,2,,6,5,5,1,7,2,1,2,5,1,3,2,3,2,,,5,5,5,,2,50,0,2,2,2,,3,11,Republican
6/15/21 8:22,6/15/21 8:31,0,100,548,1,6/15/21 8:31,R_3CC0yyV3Ys8vNUl,,,,,27.1605072,-80.29250336,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.77,Windows NT 10.0,1920x1080,5dcd91a0b7ebf606d16c971e,Cat,1,1,1,1.939,4.482,4.769,3,1,1,5.984,6.408,20.396,2,2,1,2.061,3.309,4.892,4,1,1,6.071,6.711,7.997,3,3,1,1.824,3.383,3.669,4,1,1,1.675,1.994,3.228,2,1,1,189.397,194.533,195.173,3,5,1,43.348,44.316,45.966,2,1,1,1.206,2.383,2.991,3,1,1,6.084,6.396,7.278,2,1,1,2.042,3.61,4.793,4,1,1,2.81,3.906,4.93,2,1,1,3.346,4.579,5.228,2,1,1,1.925,3.396,4.436,2,1,1,11.277,12.701,13.366,2,2,1,3.677,4.588,5.163,2,5,1,9.772,10.253,11.548,2,4,1,1.784,3.24,5.32,2,1,1,3.696,4.736,5.665,3,3,1,1.133,3.35,3.949,4,5,1,1.135,2.016,3.774,2,1,1,2.389,3.895,4.508,3,1,1,2.092,2.588,4.058,2,1,1,1.112,1.112,14.11,1,8,10,39,1.856,3.004,3.596,2,20,64,1.833,10.208,10.865,6,3,2,1,2,2,32,28,28,28,32,32,"3,5",38,1,,5,12,1,,2,,5,4,4,1,5,2,1,2,2,2,3,3,3,1,2,,5,4,4,,2,56,82,2,2,2,,2,23,Republican
6/15/21 9:02,6/15/21 9:13,0,100,680,1,6/15/21 9:13,R_3HM3VFDSlEziBtR,,,,,41.82020569,-86.24040222,anonymous,EN,"1,2,3",1,Firefox,89,Macintosh,1440x900,5f90744a10d3371291f6c0b2,cat,1,1,1,9.936,10.781,11.862,2,1,1,21.007,21.694,23.341,2,1,1,7.159,7.806,9.597,2,1,1,5.876,6.572,7.479,2,1,1,5.225,5.926,7.268,2,1,1,31.8,32.7,34.041,2,4,1,21.968,23.264,24.306,2,3,1,5.784,6.526,8.023,2,1,1,19.049,20.247,21.284,2,2,1,13.219,14.199,15.446,2,1,1,9.387,10.499,12.379,2,1,1,6.09,7.209,8.543,2,1,1,6.623,7.736,9.292,2,2,1,6.28,7.692,9.012,2,1,1,7.738,11.069,12.652,4,4,1,13.815,14.87,15.928,2,5,1,63.23,63.883,65.635,2,1,1,3.213,4.184,5.418,2,1,1,17.464,18.578,19.557,2,1,1,43.856,44.638,45.484,2,1,1,4.633,5.509,6.847,2,1,1,7.558,9.05,10.218,2,1,1,14.307,15.397,16.35,2,1,1,2.521,16.207,20.324,3,8,50,39,2.496,3.972,4.948,2,9,24,4.293,22.488,23.382,8,3,1,1,2,2,32,28,28,28,32,32,"3,5",19,2,,3,11,1,,2,,4,3,5,2,5,2,2,1,3,2,3,3,1,1,2,,6,6,6,,2,63,100,2,2,2,,0,6,Republican
6/15/21 9:24,6/15/21 9:34,0,100,607,1,6/15/21 9:34,R_2xVppzOj5JJcVTP,,,,,33.68159485,-117.8302002,anonymous,EN,2,1,Chrome,91.0.4472.101,Windows NT 10.0,1536x864,5b5c7accdb56360001f4840d,cat,1,2,1,4.181,5.297,6.105,2,3,1,5.198,6.321,7.452,2,4,3,5.434,6.621,7.5,2,4,1,5.619,6.859,7.887,2,4,3,3.997,5.151,5.978,2,3,2,4.58,5.521,6.237,2,3,1,9.973,10.499,11.353,2,4,4,4.42,6.294,8.174,3,2,1,4.834,5.69,6.78,2,2,1,8.969,11.303,12.266,3,2,1,4.954,6.66,7.465,2,4,4,5.892,8.83,9.315,3,1,1,4.722,6.709,7.353,3,3,3,3.574,6.488,7.84,2,3,3,5.458,5.999,7.123,2,4,4,7.386,8.502,9.182,2,3,2,5.65,6.696,7.628,2,4,3,4.202,4.924,6.006,2,4,3,4.686,5.824,6.441,2,4,4,4.853,5.998,6.939,2,3,2,3.767,4.55,5.83,2,1,1,5.774,6.52,7.509,2,4,4,4.751,5.45,6.24,2,2,1,15.962,25.828,27.035,4,4,10,39,5.768,11.368,12.042,2,70,62,3.392,116.167,122.497,5,3,2,1,2,1,31,29,28,28,32,30,"3,5",32,1,,6,9,4,,2,,4,2,5,3,3,6,1,2,5,2,2,3,3,2,,,4,4,3,Judged if the article was written to grab attention without basis to daily considerations.,2,50,100,2,2,2,Great study; good luck with the rest!,1,60,Republican
6/15/21 9:26,6/15/21 9:38,0,100,748,1,6/15/21 9:38,R_2DU0uMpIt5lkHl0,,,,,35.05619812,-80.81939697,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.77,Windows NT 10.0,1920x1080,60ac7ed1706e1fc1e80991f6,cat,1,2,1,10.542,11.703,12.46,2,2,2,9.933,12.14,12.852,3,5,3,8.922,9.694,10.451,2,2,2,7.882,10.518,10.848,4,5,4,6.269,7.781,8.478,3,2,2,8.984,9.73,10.313,2,5,5,11.662,14.256,15.62,2,2,1,6.847,8.796,9.221,3,3,2,10.312,11.277,12.03,2,2,2,10.491,14.47,15.209,3,4,1,6.283,7.309,8.001,2,4,2,10.101,15.606,17.079,2,5,1,9.413,10.194,10.866,2,2,2,16.187,18.055,18.745,2,3,2,10.555,11.237,12.193,2,4,2,13.652,14.422,15.135,2,3,2,9.277,19.029,19.955,2,4,3,7.503,8.301,8.955,2,2,2,7.419,8.641,9.362,2,3,2,6.743,7.103,8.064,2,4,2,3.518,4.344,5.21,2,1,1,10.164,12.499,12.885,4,4,2,7.734,8.731,9.437,2,4,2,2.895,53.516,65.978,5,4,1,39,3.895,8.092,9.764,2,20,70,4.442,30.068,105.923,5,3,2,1,2,2,31,29,29,29,31,31,6,18,1,,3,12,4,,2,,4,3,4,2,5,4,1,1,4,2,3,3,3,1,2,,5,5,5,,1,90,100,2,2,2,,2,29,Republican
6/15/21 9:21,6/15/21 9:43,0,100,1274,1,6/15/21 9:43,R_1ml7cer8s1NEvqK,,,,,32.69569397,-97.09069824,anonymous,EN,1,1,Chrome,91.0.4472.77,Windows NT 10.0,1366x768,5c263f32867f660001ae1e29,cat,1,2,2,2.276,15.843,17.309,4,3,3,4.326,33.354,61.479,5,3,4,6.301,17.862,19.63,4,3,3,7.337,29.722,31.261,5,3,3,6.54,14.878,16.159,4,3,3,9.587,14.344,15.6,3,4,4,5.663,10.59,11.801,4,4,4,18.77,33.726,35.035,4,1,1,10.481,17.209,19.431,4,1,4,30.855,32.901,34.499,3,1,1,7.069,9.328,11.172,3,1,1,21.738,28.914,30.45,4,3,3,16.792,21.311,22.947,4,2,2,5.126,14.294,15.458,5,4,3,8.107,12.771,14.138,3,5,5,3.332,17.437,19.026,4,1,1,2.158,15.25,16.916,4,4,3,3.531,14.14,15.183,5,4,4,3.125,21.023,22.735,4,4,4,4.381,15.496,16.689,4,4,3,9.435,13.563,15.031,4,2,2,9.303,19.285,20.468,4,2,4,5.396,14.277,15.933,4,3,4,31.251,78.965,85.459,4,8,50,20,4.867,12.419,13.532,4,57,69,11.087,64.697,68.695,9,3,2,1,2,1,30,29,28,29,31,31,"3,5",61,1,,2,5,1,,2,,4,4,4,4,5,2,1,2,3,1,2,2,4,2,,,5,5,6,common sense,2,60,70,2,2,2,,3,56,Republican
6/15/21 10:38,6/15/21 10:51,0,100,767,1,6/15/21 10:51,R_9meOGAnHjQQI3w5,,,,,34.41789246,-117.3063965,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.101,Windows NT 10.0,1600x900,5d89106d1719af0001ee23e5,cat,1,1,6,8.047,21.532,22.301,2,3,3,3.631,4.661,5.461,2,1,1,5.811,7.527,8.431,2,1,1,6.749,7.763,8.293,2,5,5,7.536,8.225,8.966,2,6,6,7.252,11.034,11.825,2,5,4,4.124,5.548,6.344,2,5,2,13.877,14.529,15.4,2,2,1,8.614,9.271,10.287,2,2,1,7.26,7.827,9.244,2,1,1,4.272,4.702,5.447,2,1,1,6.051,6.725,7.673,2,1,1,7.044,8.241,9.014,2,4,6,4.175,5.869,6.915,2,5,4,6.442,7.507,8.252,2,5,6,11.043,12.072,12.798,2,6,1,6.927,8.348,9.171,2,5,1,5.497,6.16,7.284,2,1,1,7.565,8.439,9.477,2,3,1,9.119,10.793,11.611,2,5,2,2.784,3.361,4.426,2,1,1,8.802,10.012,10.663,2,5,4,7.331,7.934,8.525,2,6,6,1.728,149.437,157.627,9,4,10,39,4.721,6.466,7.029,2,50,82,7.889,18.655,19.377,5,3,2,1,2,1,31,28,28,28,32,32,"3,5",48,2,,2,8,1,,2,,5,4,4,2,6,2,1,1,2,1,1,1,4,3,2,,6,6,6,What sound ridiculous and what sounds accurate.,2,50,9,2,2,2,Thank you,0,64,Republican
6/15/21 10:50,6/15/21 11:02,0,100,735,1,6/15/21 11:02,R_2D7g5MqWFB9uaPu,,,,,28.52740479,-81.60119629,anonymous,EN,"1,2,3",1,Chrome,90.0.4430.212,Windows NT 10.0,1366x768,608418128f63e731da705bf5,cat,1,2,1,2.176,16.199,17.227,4,2,1,4.745,8.058,9.073,4,1,1,5.472,9.019,10.421,5,3,1,4.787,7.194,8.212,4,4,1,1.901,6.035,7.042,4,3,1,3.214,7.927,8.536,4,3,1,1.643,4.431,5.233,4,3,1,5.1,7.071,8.185,3,4,1,8.461,10.24,11.19,3,1,1,5.706,7.341,9.007,3,1,1,3.758,5.709,6.581,4,2,1,7.524,9.778,10.838,4,1,1,3.664,5.341,6.235,3,4,1,1.656,6.74,7.444,6,3,1,4.414,7.512,8.057,4,6,1,3.935,21.836,22.69,10,5,1,9.63,25.796,26.489,9,5,1,5.876,7.469,8.309,3,2,1,3.182,18.513,19.187,5,2,1,1.266,3.033,4.43,3,2,1,3.802,5.266,6.328,3,1,1,2.369,3.39,4.52,3,3,1,4.263,5.929,7.043,3,4,1,7.06,18.46,24.155,3,8,50,20,3.042,4.06,4.757,2,10,86,15.317,61.655,62.886,12,3,2,1,2,1,29,31,29,29,32,32,"3,5",44,2,,6,11,1,,2,,5,4,4,1,7,2,1,1,5,2,2,3,3,2,,,5,5,5,Read to see if the topic sounded logically.,2,52,1,2,2,2,,1,22,Republican
